path,ticker,tf,t_start,t_end,bars,ymin,ymax,vol_mode,vmin,vmax,label
data\cv\images\ROSN\1m\win64_step16\flat\img_0000033.png,ROSN,1m,2025-06-02 12:47:00+00:00,2025-06-02 13:50:00+00:00,64,127.82,129.3,raw,2157.0,103667.0,flat
data\cv\images\ROSN\1m\win64_step16\flat\img_0000034.png,ROSN,1m,2025-06-02 13:03:00+00:00,2025-06-02 14:06:00+00:00,64,127.83,129.3,raw,2788.0,103667.0,flat
data\cv\images\ROSN\1m\win64_step16\flat\img_0000035.png,ROSN,1m,2025-06-02 13:19:00+00:00,2025-06-02 14:22:00+00:00,64,128.12,129.3,raw,2289.0,68584.0,flat
data\cv\images\ROSN\1m\win64_step16\flat\img_0000036.png,ROSN,1m,2025-06-02 13:35:00+00:00,2025-06-02 14:38:00+00:00,64,128.12,129.63,raw,2289.0,78755.0,flat
data\cv\images\ROSN\1m\win64_step16\flat\img_0000037.png,ROSN,1m,2025-06-02 13:51:00+00:00,2025-06-02 14:54:00+00:00,64,128.12,130.15,raw,2289.0,115115.0,flat
data\cv\images\ROSN\1m\win64_step16\flat\img_0000038.png,ROSN,1m,2025-06-02 14:07:00+00:00,2025-06-02 15:10:00+00:00,64,128.22,130.69,raw,2289.0,115115.0,flat
data\cv\images\ROSN\1m\win64_step16\flat\img_0000039.png,ROSN,1m,2025-06-02 14:23:00+00:00,2025-06-02 15:26:00+00:00,64,128.26,131.19,raw,2419.0,115115.0,flat
data\cv\images\ROSN\1m\win64_step16\flat\img_0000040.png,ROSN,1m,2025-06-02 14:39:00+00:00,2025-06-02 15:47:00+00:00,64,128.85,131.38,raw,3260.0,115115.0,flat
data\cv\images\ROSN\1m\win64_step16\flat\img_0000041.png,ROSN,1m,2025-06-02 14:55:00+00:00,2025-06-02 16:17:00+00:00,64,129.73,131.68,raw,597.0,104112.0,flat
data\cv\images\ROSN\1m\win64_step16\flat\img_0000042.png,ROSN,1m,2025-06-02 15:11:00+00:00,2025-06-02 16:33:00+00:00,64,129.99,131.68,raw,597.0,95695.0,flat
data\cv\images\ROSN\1m\win64_step16\flat\img_0000043.png,ROSN,1m,2025-06-02 15:27:00+00:00,2025-06-02 16:49:00+00:00,64,130.33,131.68,raw,597.0,52836.0,flat
data\cv\images\ROSN\1m\win64_step16\flat\img_0000044.png,ROSN,1m,2025-06-02 15:48:00+00:00,2025-06-02 17:05:00+00:00,64,130.32,131.68,raw,422.0,52836.0,flat
data\cv\images\ROSN\1m\win64_step16\flat\img_0000045.png,ROSN,1m,2025-06-02 16:18:00+00:00,2025-06-02 17:21:00+00:00,64,130.15,131.3,raw,422.0,41047.0,flat
data\cv\images\ROSN\1m\win64_step16\flat\img_0000046.png,ROSN,1m,2025-06-02 16:34:00+00:00,2025-06-02 17:37:00+00:00,64,130.05,130.94,raw,319.0,31575.0,flat
data\cv\images\ROSN\1m\win64_step16\flat\img_0000047.png,ROSN,1m,2025-06-02 16:50:00+00:00,2025-06-02 17:53:00+00:00,64,130.05,130.9,raw,319.0,51556.0,flat
data\cv\images\ROSN\1m\win64_step16\flat\img_0000048.png,ROSN,1m,2025-06-02 17:06:00+00:00,2025-06-02 18:09:00+00:00,64,130.05,130.9,raw,227.0,51556.0,flat
data\cv\images\ROSN\1m\win64_step16\flat\img_0000049.png,ROSN,1m,2025-06-02 17:22:00+00:00,2025-06-02 18:25:00+00:00,64,130.05,130.49,raw,227.0,51556.0,flat
data\cv\images\ROSN\1m\win64_step16\flat\img_0000050.png,ROSN,1m,2025-06-02 17:38:00+00:00,2025-06-02 18:41:00+00:00,64,130.05,130.49,raw,62.0,51556.0,flat
data\cv\images\ROSN\1m\win64_step16\flat\img_0000051.png,ROSN,1m,2025-06-02 17:54:00+00:00,2025-06-02 18:57:00+00:00,64,129.74,130.49,raw,62.0,31671.0,flat
data\cv\images\ROSN\1m\win64_step16\flat\img_0000052.png,ROSN,1m,2025-06-02 18:10:00+00:00,2025-06-02 19:13:00+00:00,64,129.61,130.49,raw,62.0,31671.0,flat
data\cv\images\ROSN\1m\win64_step16\flat\img_0000053.png,ROSN,1m,2025-06-02 18:26:00+00:00,2025-06-02 19:29:00+00:00,64,129.61,130.42,raw,62.0,31671.0,flat
data\cv\images\ROSN\1m\win64_step16\flat\img_0000054.png,ROSN,1m,2025-06-02 18:42:00+00:00,2025-06-02 19:45:00+00:00,64,129.61,130.23,raw,3.0,31671.0,flat
data\cv\images\ROSN\1m\win64_step16\flat\img_0000055.png,ROSN,1m,2025-06-02 18:58:00+00:00,2025-06-02 20:01:00+00:00,64,129.61,130.15,raw,3.0,18771.0,flat
data\cv\images\ROSN\1m\win64_step16\flat\img_0000056.png,ROSN,1m,2025-06-02 19:14:00+00:00,2025-06-02 20:17:00+00:00,64,129.63,130.09,raw,3.0,15110.0,flat
data\cv\images\ROSN\1m\win64_step16\flat\img_0000057.png,ROSN,1m,2025-06-02 19:30:00+00:00,2025-06-02 20:33:00+00:00,64,129.63,130.24,raw,3.0,15110.0,flat
data\cv\images\ROSN\1m\win64_step16\flat\img_0000058.png,ROSN,1m,2025-06-02 19:46:00+00:00,2025-06-02 20:49:00+00:00,64,129.76,130.24,raw,117.0,19263.0,flat
data\cv\images\ROSN\1m\win64_step16\flat\img_0000059.png,ROSN,1m,2025-06-02 20:02:00+00:00,2025-06-03 04:14:00+00:00,64,129.72,130.56,raw,233.0,19263.0,flat
data\cv\images\ROSN\1m\win64_step16\flat\img_0000060.png,ROSN,1m,2025-06-02 20:18:00+00:00,2025-06-03 04:30:00+00:00,64,129.72,130.63,raw,293.0,19263.0,flat
data\cv\images\ROSN\1m\win64_step16\flat\img_0000061.png,ROSN,1m,2025-06-02 20:34:00+00:00,2025-06-03 04:46:00+00:00,64,129.72,130.9,raw,281.0,19263.0,flat
data\cv\images\ROSN\1m\win64_step16\flat\img_0000062.png,ROSN,1m,2025-06-03 03:59:00+00:00,2025-06-03 05:02:00+00:00,64,129.72,131.18,raw,185.0,17307.0,flat
data\cv\images\ROSN\1m\win64_step16\flat\img_0000063.png,ROSN,1m,2025-06-03 04:15:00+00:00,2025-06-03 05:18:00+00:00,64,130.13,131.18,raw,185.0,17307.0,flat
data\cv\images\ROSN\1m\win64_step16\flat\img_0000064.png,ROSN,1m,2025-06-03 04:31:00+00:00,2025-06-03 05:34:00+00:00,64,130.31,131.18,raw,185.0,17307.0,flat
data\cv\images\ROSN\1m\win64_step16\flat\img_0000065.png,ROSN,1m,2025-06-03 04:47:00+00:00,2025-06-03 05:50:00+00:00,64,130.6,131.18,raw,101.0,17307.0,flat
data\cv\images\ROSN\1m\win64_step16\flat\img_0000066.png,ROSN,1m,2025-06-03 05:03:00+00:00,2025-06-03 06:06:00+00:00,64,130.31,131.17,raw,101.0,21091.0,flat
data\cv\images\ROSN\1m\win64_step16\flat\img_0000067.png,ROSN,1m,2025-06-03 05:19:00+00:00,2025-06-03 06:22:00+00:00,64,130.31,130.99,raw,69.0,21091.0,flat
data\cv\images\ROSN\1m\win64_step16\flat\img_0000068.png,ROSN,1m,2025-06-03 05:35:00+00:00,2025-06-03 06:38:00+00:00,64,130.31,130.99,raw,69.0,21091.0,flat
data\cv\images\ROSN\1m\win64_step16\flat\img_0000069.png,ROSN,1m,2025-06-03 05:51:00+00:00,2025-06-03 06:54:00+00:00,64,130.31,130.99,raw,69.0,21091.0,flat
data\cv\images\ROSN\1m\win64_step16\flat\img_0000070.png,ROSN,1m,2025-06-03 06:07:00+00:00,2025-06-03 07:10:00+00:00,64,130.15,130.99,raw,69.0,25953.0,flat
data\cv\images\ROSN\1m\win64_step16\flat\img_0000071.png,ROSN,1m,2025-06-03 06:23:00+00:00,2025-06-03 07:26:00+00:00,64,129.97,130.91,raw,89.0,72596.0,flat
data\cv\images\ROSN\1m\win64_step16\flat\img_0000072.png,ROSN,1m,2025-06-03 06:39:00+00:00,2025-06-03 07:42:00+00:00,64,129.97,131.0,raw,89.0,72596.0,flat
data\cv\images\ROSN\1m\win64_step16\flat\img_0000073.png,ROSN,1m,2025-06-03 06:55:00+00:00,2025-06-03 07:58:00+00:00,64,129.97,131.0,raw,844.0,72596.0,flat
data\cv\images\ROSN\1m\win64_step16\flat\img_0000074.png,ROSN,1m,2025-06-03 07:11:00+00:00,2025-06-03 08:14:00+00:00,64,129.97,131.0,raw,558.0,72596.0,flat
data\cv\images\ROSN\1m\win64_step16\flat\img_0000075.png,ROSN,1m,2025-06-03 07:27:00+00:00,2025-06-03 08:30:00+00:00,64,130.1,131.0,raw,558.0,24055.0,flat
data\cv\images\ROSN\1m\win64_step16\flat\img_0000076.png,ROSN,1m,2025-06-03 07:43:00+00:00,2025-06-03 08:46:00+00:00,64,129.64,130.62,raw,558.0,53024.0,flat
data\cv\images\ROSN\1m\win64_step16\flat\img_0000077.png,ROSN,1m,2025-06-03 07:59:00+00:00,2025-06-03 09:02:00+00:00,64,129.64,130.62,raw,558.0,53024.0,flat
data\cv\images\ROSN\1m\win64_step16\flat\img_0000078.png,ROSN,1m,2025-06-03 08:15:00+00:00,2025-06-03 09:18:00+00:00,64,129.64,130.52,raw,591.0,53024.0,flat
data\cv\images\ROSN\1m\win64_step16\flat\img_0000079.png,ROSN,1m,2025-06-03 08:31:00+00:00,2025-06-03 09:34:00+00:00,64,129.64,130.37,raw,1135.0,53024.0,flat
data\cv\images\ROSN\1m\win64_step16\flat\img_0000080.png,ROSN,1m,2025-06-03 08:47:00+00:00,2025-06-03 09:50:00+00:00,64,129.77,130.44,raw,648.0,29640.0,flat
data\cv\images\ROSN\1m\win64_step16\flat\img_0000081.png,ROSN,1m,2025-06-03 09:03:00+00:00,2025-06-03 10:06:00+00:00,64,129.87,130.45,raw,648.0,29640.0,flat
data\cv\images\ROSN\1m\win64_step16\flat\img_0000082.png,ROSN,1m,2025-06-03 09:19:00+00:00,2025-06-03 10:22:00+00:00,64,129.71,130.45,raw,490.0,29640.0,flat
data\cv\images\ROSN\1m\win64_step16\flat\img_0000083.png,ROSN,1m,2025-06-03 09:35:00+00:00,2025-06-03 10:38:00+00:00,64,129.01,130.45,raw,490.0,107452.0,flat
data\cv\images\ROSN\1m\win64_step16\flat\img_0000084.png,ROSN,1m,2025-06-03 09:51:00+00:00,2025-06-03 10:54:00+00:00,64,129.01,130.45,raw,490.0,107452.0,flat
data\cv\images\ROSN\1m\win64_step16\flat\img_0000085.png,ROSN,1m,2025-06-03 10:07:00+00:00,2025-06-03 11:10:00+00:00,64,129.01,130.15,raw,490.0,107452.0,flat
data\cv\images\ROSN\1m\win64_step16\flat\img_0000086.png,ROSN,1m,2025-06-03 10:23:00+00:00,2025-06-03 11:26:00+00:00,64,129.01,129.96,raw,419.0,107452.0,flat
data\cv\images\ROSN\1m\win64_step16\flat\img_0000087.png,ROSN,1m,2025-06-03 10:39:00+00:00,2025-06-03 11:42:00+00:00,64,129.27,130.06,raw,387.0,23156.0,flat
data\cv\images\ROSN\1m\win64_step16\flat\img_0000088.png,ROSN,1m,2025-06-03 10:55:00+00:00,2025-06-03 11:58:00+00:00,64,129.52,130.06,raw,387.0,23156.0,flat
data\cv\images\ROSN\1m\win64_step16\flat\img_0000089.png,ROSN,1m,2025-06-03 11:11:00+00:00,2025-06-03 12:14:00+00:00,64,129.52,130.06,raw,387.0,23156.0,flat
data\cv\images\ROSN\1m\win64_step16\flat\img_0000090.png,ROSN,1m,2025-06-03 11:27:00+00:00,2025-06-03 12:30:00+00:00,64,129.48,130.06,raw,313.0,58345.0,flat
data\cv\images\ROSN\1m\win64_step16\flat\img_0000091.png,ROSN,1m,2025-06-03 11:43:00+00:00,2025-06-03 12:46:00+00:00,64,129.28,130.04,raw,313.0,58345.0,flat
data\cv\images\ROSN\1m\win64_step16\flat\img_0000092.png,ROSN,1m,2025-06-03 11:59:00+00:00,2025-06-03 13:02:00+00:00,64,128.64,130.04,raw,313.0,66146.0,flat
data\cv\images\ROSN\1m\win64_step16\flat\img_0000093.png,ROSN,1m,2025-06-03 12:15:00+00:00,2025-06-03 13:18:00+00:00,64,128.64,129.83,raw,313.0,66146.0,flat
data\cv\images\ROSN\1m\win64_step16\flat\img_0000094.png,ROSN,1m,2025-06-03 12:31:00+00:00,2025-06-03 13:34:00+00:00,64,128.64,129.7,raw,450.0,66146.0,flat
data\cv\images\ROSN\1m\win64_step16\flat\img_0000095.png,ROSN,1m,2025-06-03 12:47:00+00:00,2025-06-03 13:50:00+00:00,64,128.64,129.6,raw,508.0,66146.0,flat
data\cv\images\ROSN\1m\win64_step16\flat\img_0000096.png,ROSN,1m,2025-06-03 13:03:00+00:00,2025-06-03 14:06:00+00:00,64,128.7,129.38,raw,508.0,30309.0,flat
data\cv\images\ROSN\1m\win64_step16\flat\img_0000097.png,ROSN,1m,2025-06-03 13:19:00+00:00,2025-06-03 14:22:00+00:00,64,128.7,129.38,raw,340.0,30309.0,flat
data\cv\images\ROSN\1m\win64_step16\flat\img_0000098.png,ROSN,1m,2025-06-03 13:35:00+00:00,2025-06-03 14:38:00+00:00,64,128.7,129.57,raw,340.0,30309.0,flat
data\cv\images\ROSN\1m\win64_step16\flat\img_0000099.png,ROSN,1m,2025-06-03 13:51:00+00:00,2025-06-03 14:54:00+00:00,64,128.96,129.94,raw,340.0,28591.0,flat
data\cv\images\ROSN\1m\win64_step16\flat\img_0000100.png,ROSN,1m,2025-06-03 14:07:00+00:00,2025-06-03 15:10:00+00:00,64,128.96,129.94,raw,340.0,28591.0,flat
data\cv\images\ROSN\1m\win64_step16\flat\img_0000101.png,ROSN,1m,2025-06-03 14:23:00+00:00,2025-06-03 15:26:00+00:00,64,129.21,130.3,raw,352.0,35558.0,flat
data\cv\images\ROSN\1m\win64_step16\flat\img_0000102.png,ROSN,1m,2025-06-03 14:39:00+00:00,2025-06-03 15:47:00+00:00,64,129.32,130.48,raw,82.0,37460.0,flat
data\cv\images\ROSN\1m\win64_step16\flat\img_0000103.png,ROSN,1m,2025-06-03 14:55:00+00:00,2025-06-03 16:17:00+00:00,64,129.32,130.59,raw,82.0,37460.0,flat
data\cv\images\ROSN\1m\win64_step16\flat\img_0000104.png,ROSN,1m,2025-06-03 15:11:00+00:00,2025-06-03 16:33:00+00:00,64,129.7,130.59,raw,82.0,37460.0,flat
data\cv\images\ROSN\1m\win64_step16\flat\img_0000105.png,ROSN,1m,2025-06-03 15:27:00+00:00,2025-06-03 16:49:00+00:00,64,129.81,130.59,raw,82.0,37460.0,flat
data\cv\images\ROSN\1m\win64_step16\flat\img_0000106.png,ROSN,1m,2025-06-03 15:48:00+00:00,2025-06-03 17:05:00+00:00,64,129.86,130.59,raw,190.0,19879.0,flat
data\cv\images\ROSN\1m\win64_step16\flat\img_0000107.png,ROSN,1m,2025-06-03 16:18:00+00:00,2025-06-03 17:21:00+00:00,64,129.7,130.53,raw,31.0,19879.0,flat
data\cv\images\ROSN\1m\win64_step16\flat\img_0000108.png,ROSN,1m,2025-06-03 16:34:00+00:00,2025-06-03 17:37:00+00:00,64,129.7,130.33,raw,31.0,13831.0,flat
data\cv\images\ROSN\1m\win64_step16\flat\img_0000109.png,ROSN,1m,2025-06-03 16:50:00+00:00,2025-06-03 17:53:00+00:00,64,129.7,130.74,raw,31.0,35093.0,flat
data\cv\images\ROSN\1m\win64_step16\flat\img_0000110.png,ROSN,1m,2025-06-03 17:06:00+00:00,2025-06-03 18:09:00+00:00,64,129.7,130.8,raw,31.0,35093.0,flat
data\cv\images\ROSN\1m\win64_step16\flat\img_0000111.png,ROSN,1m,2025-06-03 17:22:00+00:00,2025-06-03 18:25:00+00:00,64,129.84,130.8,raw,98.0,35093.0,flat
data\cv\images\ROSN\1m\win64_step16\flat\img_0000112.png,ROSN,1m,2025-06-03 17:38:00+00:00,2025-06-03 18:41:00+00:00,64,130.11,130.8,raw,46.0,35093.0,flat
data\cv\images\ROSN\1m\win64_step16\flat\img_0000113.png,ROSN,1m,2025-06-03 17:54:00+00:00,2025-06-03 18:57:00+00:00,64,130.28,130.8,raw,46.0,28139.0,flat
data\cv\images\ROSN\1m\win64_step16\flat\img_0000114.png,ROSN,1m,2025-06-03 18:10:00+00:00,2025-06-03 19:13:00+00:00,64,130.14,130.77,raw,46.0,28139.0,flat
data\cv\images\ROSN\1m\win64_step16\flat\img_0000115.png,ROSN,1m,2025-06-03 18:26:00+00:00,2025-06-03 19:29:00+00:00,64,130.14,130.75,raw,2.0,23452.0,flat
data\cv\images\ROSN\1m\win64_step16\flat\img_0000116.png,ROSN,1m,2025-06-03 18:42:00+00:00,2025-06-03 19:45:00+00:00,64,130.14,130.66,raw,2.0,23452.0,flat
data\cv\images\ROSN\1m\win64_step16\flat\img_0000117.png,ROSN,1m,2025-06-03 18:58:00+00:00,2025-06-03 20:01:00+00:00,64,130.14,130.54,raw,2.0,23452.0,flat
data\cv\images\ROSN\1m\win64_step16\flat\img_0000118.png,ROSN,1m,2025-06-03 19:14:00+00:00,2025-06-03 20:17:00+00:00,64,130.27,130.54,raw,2.0,7047.0,flat
data\cv\images\ROSN\1m\win64_step16\flat\img_0000119.png,ROSN,1m,2025-06-03 19:30:00+00:00,2025-06-03 20:33:00+00:00,64,130.27,130.65,raw,13.0,32569.0,flat
data\cv\images\ROSN\1m\win64_step16\flat\img_0000120.png,ROSN,1m,2025-06-03 19:46:00+00:00,2025-06-03 20:49:00+00:00,64,130.27,130.65,raw,13.0,32569.0,flat
data\cv\images\ROSN\1m\win64_step16\flat\img_0000121.png,ROSN,1m,2025-06-03 20:02:00+00:00,2025-06-04 04:14:00+00:00,64,129.95,131.0,raw,24.0,32569.0,flat
data\cv\images\ROSN\1m\win64_step16\flat\img_0000122.png,ROSN,1m,2025-06-03 20:18:00+00:00,2025-06-04 04:30:00+00:00,64,129.8,131.0,raw,55.0,32569.0,flat
data\cv\images\ROSN\1m\win64_step16\flat\img_0000123.png,ROSN,1m,2025-06-03 20:34:00+00:00,2025-06-04 04:46:00+00:00,64,129.76,131.0,raw,75.0,23203.0,flat
data\cv\images\ROSN\1m\win64_step16\flat\img_0000124.png,ROSN,1m,2025-06-04 03:59:00+00:00,2025-06-04 05:02:00+00:00,64,129.76,131.0,raw,75.0,23203.0,flat
data\cv\images\ROSN\1m\win64_step16\flat\img_0000125.png,ROSN,1m,2025-06-04 04:15:00+00:00,2025-06-04 05:18:00+00:00,64,129.76,130.36,raw,75.0,19574.0,flat
data\cv\images\ROSN\1m\win64_step16\flat\img_0000126.png,ROSN,1m,2025-06-04 04:31:00+00:00,2025-06-04 05:34:00+00:00,64,129.76,130.3,raw,75.0,12758.0,flat
data\cv\images\ROSN\1m\win64_step16\flat\img_0000127.png,ROSN,1m,2025-06-04 04:47:00+00:00,2025-06-04 05:50:00+00:00,64,129.83,130.37,raw,37.0,12758.0,flat
data\cv\images\ROSN\1m\win64_step16\flat\img_0000128.png,ROSN,1m,2025-06-04 05:03:00+00:00,2025-06-04 06:06:00+00:00,64,129.83,130.37,raw,37.0,9086.0,flat
data\cv\images\ROSN\1m\win64_step16\flat\img_0000129.png,ROSN,1m,2025-06-04 05:19:00+00:00,2025-06-04 06:22:00+00:00,64,129.96,130.37,raw,37.0,6822.0,flat
data\cv\images\ROSN\1m\win64_step16\flat\img_0000130.png,ROSN,1m,2025-06-04 05:35:00+00:00,2025-06-04 06:38:00+00:00,64,129.96,130.37,raw,30.0,6822.0,flat
data\cv\images\ROSN\1m\win64_step16\flat\img_0000131.png,ROSN,1m,2025-06-04 05:51:00+00:00,2025-06-04 06:54:00+00:00,64,129.96,130.73,raw,30.0,11609.0,flat
data\cv\images\ROSN\1m\win64_step16\flat\img_0000132.png,ROSN,1m,2025-06-04 06:07:00+00:00,2025-06-04 07:10:00+00:00,64,129.96,130.89,raw,30.0,13335.0,flat
data\cv\images\ROSN\1m\win64_step16\flat\img_0000133.png,ROSN,1m,2025-06-04 06:23:00+00:00,2025-06-04 07:26:00+00:00,64,130.04,130.95,raw,30.0,20553.0,flat
data\cv\images\ROSN\1m\win64_step16\flat\img_0000134.png,ROSN,1m,2025-06-04 06:39:00+00:00,2025-06-04 07:42:00+00:00,64,130.22,130.95,raw,658.0,22386.0,flat
data\cv\images\ROSN\1m\win64_step16\flat\img_0000135.png,ROSN,1m,2025-06-04 06:55:00+00:00,2025-06-04 07:58:00+00:00,64,130.46,131.45,raw,662.0,54274.0,flat
data\cv\images\ROSN\1m\win64_step16\flat\img_0000136.png,ROSN,1m,2025-06-04 07:11:00+00:00,2025-06-04 08:14:00+00:00,64,130.5,131.45,raw,662.0,95757.0,flat
data\cv\images\ROSN\1m\win64_step16\flat\img_0000137.png,ROSN,1m,2025-06-04 07:27:00+00:00,2025-06-04 08:30:00+00:00,64,130.5,131.45,raw,662.0,95757.0,flat
data\cv\images\ROSN\1m\win64_step16\flat\img_0000138.png,ROSN,1m,2025-06-04 07:43:00+00:00,2025-06-04 08:46:00+00:00,64,130.63,131.45,raw,1434.0,95757.0,flat
data\cv\images\ROSN\1m\win64_step16\flat\img_0000139.png,ROSN,1m,2025-06-04 07:59:00+00:00,2025-06-04 09:02:00+00:00,64,130.66,131.35,raw,1434.0,95757.0,flat
