path,ticker,tf,t_start,t_end,bars,ymin,ymax,vol_mode,vmin,vmax,label,ret_fwd,horizon,extra_ch
data\cv\images\SBER\5m\w64_s16\0.0\img_0000026.png,SBER,5m,2024-10-19 12:00:00+00:00,2024-10-19 17:15:00+00:00,64,256.5,257.14,zscore,-0.8765638332880993,3.924992431706767,0.0,,36,atr_rel
data\cv\images\SBER\5m\w64_s16\0.0\img_0000027.png,SBER,5m,2024-10-19 13:20:00+00:00,2024-10-20 04:50:00+00:00,64,256.31,257.14,zscore,-0.8639094796019364,3.924992431706767,0.0,,36,atr_rel
data\cv\images\SBER\5m\w64_s16\0.0\img_0000028.png,SBER,5m,2024-10-19 14:40:00+00:00,2024-10-20 06:10:00+00:00,64,256.31,257.14,zscore,-0.7276767472727229,3.8154921369418546,0.0,,36,atr_rel
data\cv\images\SBER\5m\w64_s16\0.0\img_0000029.png,SBER,5m,2024-10-19 16:00:00+00:00,2024-10-20 07:30:00+00:00,64,256.31,257.14,zscore,-0.7290567455040626,3.5511450098772976,0.0,,36,atr_rel
data\cv\images\SBER\5m\w64_s16\0.0\img_0000030.png,SBER,5m,2024-10-19 17:20:00+00:00,2024-10-20 08:50:00+00:00,64,256.31,257.09,zscore,-0.900520507164227,4.157879909833467,0.0,,36,atr_rel
data\cv\images\SBER\5m\w64_s16\0.0\img_0000031.png,SBER,5m,2024-10-20 04:55:00+00:00,2024-10-20 10:10:00+00:00,64,256.44,256.9,zscore,-0.7290567455040623,4.157879909833467,0.0,,36,atr_rel
data\cv\images\SBER\5m\w64_s16\0.0\img_0000032.png,SBER,5m,2024-10-20 06:15:00+00:00,2024-10-20 11:30:00+00:00,64,256.44,256.9,zscore,-1.3818751897937471,4.157879909833467,0.0,,36,atr_rel
data\cv\images\SBER\5m\w64_s16\0.0\img_0000033.png,SBER,5m,2024-10-20 07:35:00+00:00,2024-10-20 12:50:00+00:00,64,256.44,256.9,zscore,-1.3818751897937467,3.4856169404431308,0.0,,36,atr_rel
data\cv\images\SBER\5m\w64_s16\0.0\img_0000034.png,SBER,5m,2024-10-20 08:55:00+00:00,2024-10-20 14:10:00+00:00,64,256.44,256.8,zscore,-1.3818751897937462,3.4856169404431308,0.0,,36,atr_rel
data\cv\images\SBER\5m\w64_s16\0.0\img_0000035.png,SBER,5m,2024-10-20 10:15:00+00:00,2024-10-20 15:30:00+00:00,64,256.45,256.8,zscore,-1.1614963054195364,3.4856169404431308,0.0,,36,atr_rel
data\cv\images\SBER\5m\w64_s16\0.0\img_0000036.png,SBER,5m,2024-10-20 11:35:00+00:00,2024-10-20 16:50:00+00:00,64,256.45,256.8,zscore,-0.980563238122785,4.086558349578773,0.0,,36,atr_rel
data\cv\images\SBER\5m\w64_s16\0.0\img_0000037.png,SBER,5m,2024-10-20 12:55:00+00:00,2024-10-21 04:20:00+00:00,64,256.47,257.76,zscore,-0.9477664100739616,4.086558349578773,0.0,,36,atr_rel
data\cv\images\SBER\5m\w64_s16\0.0\img_0000038.png,SBER,5m,2024-10-20 14:15:00+00:00,2024-10-21 05:40:00+00:00,64,256.2,257.76,zscore,-0.9968881921087557,4.086558349578773,0.0,,36,atr_rel
data\cv\images\SBER\5m\w64_s16\0.0\img_0000039.png,SBER,5m,2024-10-20 15:35:00+00:00,2024-10-21 07:15:00+00:00,64,256.2,257.97,zscore,-0.8671214076869858,4.2430421894570705,0.0,,36,atr_rel
data\cv\images\SBER\5m\w64_s16\0.0\img_0000040.png,SBER,5m,2024-10-20 16:55:00+00:00,2024-10-21 08:35:00+00:00,64,256.2,258.46,zscore,-0.9117909037559409,4.2430421894570705,0.0,,36,atr_rel
data\cv\images\SBER\5m\w64_s16\0.0\img_0000041.png,SBER,5m,2024-10-21 04:25:00+00:00,2024-10-21 09:55:00+00:00,64,256.2,258.46,zscore,-1.3527046180834215,4.2430421894570705,0.0,,36,atr_rel
data\cv\images\SBER\5m\w64_s16\0.0\img_0000042.png,SBER,5m,2024-10-21 05:45:00+00:00,2024-10-21 11:15:00+00:00,64,256.52,258.8,zscore,-1.3527046180834241,3.6462922916338503,0.0,,36,atr_rel
data\cv\images\SBER\5m\w64_s16\0.0\img_0000043.png,SBER,5m,2024-10-21 07:20:00+00:00,2024-10-21 12:35:00+00:00,64,256.83,259.7,zscore,-1.3527046180834228,3.6462922916338494,0.0,,36,atr_rel
data\cv\images\SBER\5m\w64_s16\0.0\img_0000044.png,SBER,5m,2024-10-21 08:40:00+00:00,2024-10-21 13:55:00+00:00,64,257.09,259.7,zscore,-1.135379823818459,3.2756720803643646,0.0,,36,atr_rel
data\cv\images\SBER\5m\w64_s16\0.0\img_0000045.png,SBER,5m,2024-10-21 10:00:00+00:00,2024-10-21 15:15:00+00:00,64,257.52,259.85,zscore,-1.024300412419686,3.1516143881755796,0.0,,36,atr_rel
data\cv\images\SBER\5m\w64_s16\0.0\img_0000046.png,SBER,5m,2024-10-21 11:20:00+00:00,2024-10-21 16:50:00+00:00,64,257.52,259.85,zscore,-1.0370929316383288,3.0565460739422905,0.0,,36,atr_rel
data\cv\images\SBER\5m\w64_s16\0.0\img_0000047.png,SBER,5m,2024-10-21 12:40:00+00:00,2024-10-22 04:20:00+00:00,64,257.62,259.85,zscore,-1.1629202131986656,2.8643354552461773,0.0,,36,atr_rel
data\cv\images\SBER\5m\w64_s16\0.0\img_0000048.png,SBER,5m,2024-10-21 14:00:00+00:00,2024-10-22 05:40:00+00:00,64,257.62,259.85,zscore,-1.1314460260659722,2.9454484032755115,0.0,,36,atr_rel
data\cv\images\SBER\5m\w64_s16\0.0\img_0000049.png,SBER,5m,2024-10-21 15:20:00+00:00,2024-10-22 07:15:00+00:00,64,256.42,258.75,zscore,-1.1314460260659742,4.244302274886812,0.0,,36,atr_rel
data\cv\images\SBER\5m\w64_s16\0.0\img_0000050.png,SBER,5m,2024-10-21 16:55:00+00:00,2024-10-22 08:35:00+00:00,64,256.1,258.75,zscore,-1.0909994476752585,4.244302274886812,0.0,,36,atr_rel
data\cv\images\SBER\5m\w64_s16\0.0\img_0000051.png,SBER,5m,2024-10-22 04:25:00+00:00,2024-10-22 09:55:00+00:00,64,256.1,258.8,zscore,-1.2666290720377051,4.244302274886811,0.0,,36,atr_rel
data\cv\images\SBER\5m\w64_s16\0.0\img_0000052.png,SBER,5m,2024-10-22 05:45:00+00:00,2024-10-22 11:15:00+00:00,64,256.1,258.8,zscore,-1.2666290720377051,3.64745266650637,0.0,,36,atr_rel
data\cv\images\SBER\5m\w64_s16\0.0\img_0000053.png,SBER,5m,2024-10-22 07:20:00+00:00,2024-10-22 12:35:00+00:00,64,256.1,258.8,zscore,-1.6217327022434664,3.6474526665063696,0.0,,36,atr_rel
data\cv\images\SBER\5m\w64_s16\0.0\img_0000054.png,SBER,5m,2024-10-22 08:40:00+00:00,2024-10-22 13:55:00+00:00,64,256.11,258.8,zscore,-0.9940361718457843,2.689192097625712,0.0,,36,atr_rel
data\cv\images\SBER\5m\w64_s16\0.0\img_0000055.png,SBER,5m,2024-10-22 10:00:00+00:00,2024-10-22 15:15:00+00:00,64,255.85,258.22,zscore,-0.994036171845782,3.84619914855568,0.0,,36,atr_rel
data\cv\images\SBER\5m\w64_s16\0.0\img_0000056.png,SBER,5m,2024-10-22 11:20:00+00:00,2024-10-22 16:50:00+00:00,64,255.25,257.33,zscore,-0.9940361718457814,3.8461991485556775,0.0,,36,atr_rel
data\cv\images\SBER\5m\w64_s16\0.0\img_0000057.png,SBER,5m,2024-10-22 12:40:00+00:00,2024-10-23 04:20:00+00:00,64,255.11,256.89,zscore,-1.0912280437519106,3.84619914855568,0.0,,36,atr_rel
data\cv\images\SBER\5m\w64_s16\0.0\img_0000058.png,SBER,5m,2024-10-22 14:00:00+00:00,2024-10-23 05:40:00+00:00,64,255.11,256.89,zscore,-1.0912280437519097,2.8142069918155213,0.0,,36,atr_rel
data\cv\images\SBER\5m\w64_s16\0.0\img_0000059.png,SBER,5m,2024-10-22 15:20:00+00:00,2024-10-23 07:15:00+00:00,64,253.78,256.22,zscore,-1.0912280437519102,4.230174366437687,0.0,,36,atr_rel
data\cv\images\SBER\5m\w64_s16\0.0\img_0000060.png,SBER,5m,2024-10-22 16:55:00+00:00,2024-10-23 08:35:00+00:00,64,252.3,256.22,zscore,-1.1234867968947684,4.230174366437687,0.0,,36,atr_rel
data\cv\images\SBER\5m\w64_s16\0.0\img_0000061.png,SBER,5m,2024-10-23 04:25:00+00:00,2024-10-23 09:55:00+00:00,64,252.3,255.9,zscore,-1.2001408221071306,4.230174366437687,0.0,,36,atr_rel
data\cv\images\SBER\5m\w64_s16\0.0\img_0000062.png,SBER,5m,2024-10-23 05:45:00+00:00,2024-10-23 11:15:00+00:00,64,252.3,255.9,zscore,-1.2001408221071308,3.314133989909002,0.0,,36,atr_rel
data\cv\images\SBER\5m\w64_s16\0.0\img_0000063.png,SBER,5m,2024-10-23 07:20:00+00:00,2024-10-23 12:35:00+00:00,64,252.3,254.92,zscore,-1.1270636727133652,2.779253794893736,0.0,,36,atr_rel
data\cv\images\SBER\5m\w64_s16\0.0\img_0000064.png,SBER,5m,2024-10-23 08:40:00+00:00,2024-10-23 13:55:00+00:00,64,253.15,255.57,zscore,-1.0484281933136,3.3183461698656087,0.0,,36,atr_rel
data\cv\images\SBER\5m\w64_s16\0.0\img_0000065.png,SBER,5m,2024-10-23 10:00:00+00:00,2024-10-23 15:15:00+00:00,64,253.15,255.57,zscore,-1.16327671889397,3.318346169865605,0.0,,36,atr_rel
data\cv\images\SBER\5m\w64_s16\0.0\img_0000066.png,SBER,5m,2024-10-23 11:20:00+00:00,2024-10-23 16:50:00+00:00,64,252.76,255.57,zscore,-1.16327671889397,3.318346169865605,0.0,,36,atr_rel
data\cv\images\SBER\5m\w64_s16\0.0\img_0000067.png,SBER,5m,2024-10-23 12:40:00+00:00,2024-10-24 04:20:00+00:00,64,251.21,255.57,zscore,-1.1632767188939703,3.0171658589590606,0.0,,36,atr_rel
data\cv\images\SBER\5m\w64_s16\0.0\img_0000068.png,SBER,5m,2024-10-23 14:00:00+00:00,2024-10-24 05:40:00+00:00,64,251.21,254.77,zscore,-1.0250494475685425,3.0171658589590606,0.0,,36,atr_rel
data\cv\images\SBER\5m\w64_s16\0.0\img_0000069.png,SBER,5m,2024-10-23 15:20:00+00:00,2024-10-24 07:15:00+00:00,64,251.21,253.87,zscore,-1.0027223102599916,4.23235604067175,0.0,,36,atr_rel
data\cv\images\SBER\5m\w64_s16\0.0\img_0000070.png,SBER,5m,2024-10-23 16:55:00+00:00,2024-10-24 08:35:00+00:00,64,251.21,253.46,zscore,-1.0027223102591891,4.232356040671749,0.0,,36,atr_rel
data\cv\images\SBER\5m\w64_s16\0.0\img_0000071.png,SBER,5m,2024-10-24 04:25:00+00:00,2024-10-24 09:55:00+00:00,64,250.55,253.46,zscore,-1.0419707596034002,4.23235604067175,0.0,,36,atr_rel
data\cv\images\SBER\5m\w64_s16\0.0\img_0000072.png,SBER,5m,2024-10-24 05:45:00+00:00,2024-10-24 11:15:00+00:00,64,250.25,253.46,zscore,-1.599636125552729,3.3156275512821702,0.0,,36,atr_rel
data\cv\images\SBER\5m\w64_s16\0.0\img_0000073.png,SBER,5m,2024-10-24 07:20:00+00:00,2024-10-24 12:35:00+00:00,64,250.25,253.39,zscore,-1.5996361255527283,3.5150722547207303,0.0,,36,atr_rel
data\cv\images\SBER\5m\w64_s16\0.0\img_0000074.png,SBER,5m,2024-10-24 08:40:00+00:00,2024-10-24 13:55:00+00:00,64,250.25,252.4,zscore,-1.5996361255527283,3.5150722547207303,0.0,,36,atr_rel
data\cv\images\SBER\5m\w64_s16\0.0\img_0000075.png,SBER,5m,2024-10-24 10:00:00+00:00,2024-10-24 15:15:00+00:00,64,250.25,254.27,zscore,-1.35616943283538,3.727412974005671,0.0,,36,atr_rel
data\cv\images\SBER\5m\w64_s16\0.0\img_0000076.png,SBER,5m,2024-10-24 11:20:00+00:00,2024-10-24 16:50:00+00:00,64,250.27,254.27,zscore,-1.0261659182058918,3.727412974005671,0.0,,36,atr_rel
data\cv\images\SBER\5m\w64_s16\0.0\img_0000077.png,SBER,5m,2024-10-24 12:40:00+00:00,2024-10-25 04:20:00+00:00,64,250.27,254.27,zscore,-1.1265933924249385,3.4348120036406877,0.0,,36,atr_rel
data\cv\images\SBER\5m\w64_s16\0.0\img_0000078.png,SBER,5m,2024-10-24 14:00:00+00:00,2024-10-25 05:40:00+00:00,64,252.03,254.27,zscore,-0.9987810020945671,1.0082888950266669,0.0,,36,atr_rel
data\cv\images\SBER\5m\w64_s16\0.0\img_0000079.png,SBER,5m,2024-10-24 15:20:00+00:00,2024-10-25 07:15:00+00:00,64,252.03,253.09,zscore,-1.046417468634633,4.247800418452573,0.0,,36,atr_rel
data\cv\images\SBER\5m\w64_s16\0.0\img_0000080.png,SBER,5m,2024-10-24 16:55:00+00:00,2024-10-25 08:35:00+00:00,64,251.81,253.6,zscore,-0.9992397825622927,4.247800418452572,0.0,,36,atr_rel
data\cv\images\SBER\5m\w64_s16\0.0\img_0000081.png,SBER,5m,2024-10-25 04:25:00+00:00,2024-10-25 09:55:00+00:00,64,251.81,253.6,zscore,-1.0181148053104896,4.247800418452572,0.0,,36,atr_rel
data\cv\images\SBER\5m\w64_s16\-1.0\img_0000082.png,SBER,5m,2024-10-25 05:45:00+00:00,2024-10-25 11:15:00+00:00,64,247.63,255.35,zscore,-1.0181148053104896,4.24323650559121,-1.0,,36,atr_rel
data\cv\images\SBER\5m\w64_s16\-1.0\img_0000083.png,SBER,5m,2024-10-25 07:20:00+00:00,2024-10-25 12:35:00+00:00,64,247.63,255.35,zscore,-1.0928788150418896,4.24323650559121,-1.0,,36,atr_rel
data\cv\images\SBER\5m\w64_s16\0.0\img_0000084.png,SBER,5m,2024-10-25 08:40:00+00:00,2024-10-25 13:55:00+00:00,64,246.44,255.35,zscore,-1.0928788150418896,4.24323650559121,0.0,,36,atr_rel
data\cv\images\SBER\5m\w64_s16\0.0\img_0000085.png,SBER,5m,2024-10-25 10:00:00+00:00,2024-10-25 15:15:00+00:00,64,245.7,255.35,zscore,-1.1997869022852365,3.3366874446276866,0.0,,36,atr_rel
data\cv\images\SBER\5m\w64_s16\0.0\img_0000086.png,SBER,5m,2024-10-25 11:20:00+00:00,2024-10-25 16:50:00+00:00,64,245.7,253.89,zscore,-1.3669068302976954,3.3366874446276866,0.0,,36,atr_rel
data\cv\images\SBER\5m\w64_s16\0.0\img_0000087.png,SBER,5m,2024-10-25 12:40:00+00:00,2024-10-26 04:20:00+00:00,64,245.38,252.25,zscore,-1.3669068302976954,2.7152597861104364,0.0,,36,atr_rel
data\cv\images\SBER\5m\w64_s16\0.0\img_0000088.png,SBER,5m,2024-10-25 14:00:00+00:00,2024-10-26 05:40:00+00:00,64,244.38,247.4,zscore,-1.3811822037577,2.1149166750404986,0.0,,36,atr_rel
data\cv\images\SBER\5m\w64_s16\0.0\img_0000089.png,SBER,5m,2024-10-25 15:20:00+00:00,2024-10-26 07:00:00+00:00,64,244.38,247.35,zscore,-1.2570305746059183,3.18319020713104,0.0,,36,atr_rel
data\cv\images\SBER\5m\w64_s16\0.0\img_0000090.png,SBER,5m,2024-10-25 16:55:00+00:00,2024-10-26 08:20:00+00:00,64,244.38,247.35,zscore,-1.2570305746057662,4.074358945648884,0.0,,36,atr_rel
data\cv\images\SBER\5m\w64_s16\0.0\img_0000091.png,SBER,5m,2024-10-26 04:25:00+00:00,2024-10-26 09:40:00+00:00,64,244.38,246.55,zscore,-1.2570305746075952,4.074358945649479,0.0,,36,atr_rel
data\cv\images\SBER\5m\w64_s16\0.0\img_0000092.png,SBER,5m,2024-10-26 05:45:00+00:00,2024-10-26 11:00:00+00:00,64,245.02,246.33,zscore,-1.3343762222947582,4.074358945649479,0.0,,36,atr_rel
data\cv\images\SBER\5m\w64_s16\0.0\img_0000093.png,SBER,5m,2024-10-26 07:05:00+00:00,2024-10-26 12:20:00+00:00,64,245.02,246.2,zscore,-0.952598016806507,3.1211520407331843,0.0,,36,atr_rel
data\cv\images\SBER\5m\w64_s16\0.0\img_0000094.png,SBER,5m,2024-10-26 08:25:00+00:00,2024-10-26 13:40:00+00:00,64,245.08,245.65,zscore,-0.9476505808837801,3.12115204073318,0.0,,36,atr_rel
data\cv\images\SBER\5m\w64_s16\0.0\img_0000095.png,SBER,5m,2024-10-26 09:45:00+00:00,2024-10-26 15:00:00+00:00,64,245.14,245.48,zscore,-1.1585625873954997,3.121152040733181,0.0,,36,atr_rel
data\cv\images\SBER\5m\w64_s16\0.0\img_0000096.png,SBER,5m,2024-10-26 11:05:00+00:00,2024-10-26 16:20:00+00:00,64,245.15,245.44,zscore,-1.5123167105257034,2.592965037493694,0.0,,36,atr_rel
data\cv\images\SBER\5m\w64_s16\0.0\img_0000097.png,SBER,5m,2024-10-26 12:25:00+00:00,2024-10-26 17:40:00+00:00,64,245.15,245.44,zscore,-1.512316710525704,4.170023206412338,0.0,,36,atr_rel
data\cv\images\SBER\5m\w64_s16\0.0\img_0000098.png,SBER,5m,2024-10-26 13:45:00+00:00,2024-10-27 05:10:00+00:00,64,245.0,245.98,zscore,-1.5123167105257034,4.170023206412338,0.0,,36,atr_rel
data\cv\images\SBER\5m\w64_s16\0.0\img_0000099.png,SBER,5m,2024-10-26 15:05:00+00:00,2024-10-27 06:30:00+00:00,64,245.0,246.49,zscore,-1.6752152605495294,4.170023206412338,0.0,,36,atr_rel
data\cv\images\SBER\5m\w64_s16\0.0\img_0000100.png,SBER,5m,2024-10-26 16:25:00+00:00,2024-10-27 07:50:00+00:00,64,245.0,246.49,zscore,-0.8134872882052778,3.984785860462345,0.0,,36,atr_rel
data\cv\images\SBER\5m\w64_s16\0.0\img_0000101.png,SBER,5m,2024-10-26 17:45:00+00:00,2024-10-27 09:10:00+00:00,64,245.0,246.49,zscore,-0.813487288205279,3.9847858604623463,0.0,,36,atr_rel
data\cv\images\SBER\5m\w64_s16\0.0\img_0000102.png,SBER,5m,2024-10-27 05:15:00+00:00,2024-10-27 10:30:00+00:00,64,245.1,246.49,zscore,-0.8134872882052789,3.9847858604623463,0.0,,36,atr_rel
data\cv\images\SBER\5m\w64_s16\0.0\img_0000103.png,SBER,5m,2024-10-27 06:35:00+00:00,2024-10-27 11:50:00+00:00,64,245.1,245.88,zscore,-0.9758373068388376,2.817801858816679,0.0,,36,atr_rel
data\cv\images\SBER\5m\w64_s16\0.0\img_0000104.png,SBER,5m,2024-10-27 07:55:00+00:00,2024-10-27 13:10:00+00:00,64,245.07,245.68,zscore,-0.9758373068388487,4.1787616476358185,0.0,,36,atr_rel
data\cv\images\SBER\5m\w64_s16\0.0\img_0000105.png,SBER,5m,2024-10-27 09:15:00+00:00,2024-10-27 14:30:00+00:00,64,245.01,245.43,zscore,-1.4834631739025164,4.1787616476358185,0.0,,36,atr_rel
data\cv\images\SBER\5m\w64_s16\0.0\img_0000106.png,SBER,5m,2024-10-27 10:35:00+00:00,2024-10-27 15:50:00+00:00,64,245.01,245.49,zscore,-0.948326696475955,4.061684272161969,0.0,,36,atr_rel
data\cv\images\SBER\5m\w64_s16\0.0\img_0000107.png,SBER,5m,2024-10-27 11:55:00+00:00,2024-10-27 17:10:00+00:00,64,245.01,245.49,zscore,-0.749652857057299,3.870875817304293,0.0,,36,atr_rel
data\cv\images\SBER\5m\w64_s16\0.0\img_0000108.png,SBER,5m,2024-10-27 13:15:00+00:00,2024-10-28 04:40:00+00:00,64,243.04,245.79,zscore,-0.7715803635079721,3.870875817304285,0.0,,36,atr_rel
data\cv\images\SBER\5m\w64_s16\0.0\img_0000109.png,SBER,5m,2024-10-27 14:35:00+00:00,2024-10-28 06:00:00+00:00,64,243.04,245.79,zscore,-0.8838919358591224,3.8708758173042948,0.0,,36,atr_rel
data\cv\images\SBER\5m\w64_s16\0.0\img_0000110.png,SBER,5m,2024-10-27 15:55:00+00:00,2024-10-28 07:35:00+00:00,64,243.04,245.85,zscore,-0.8838919358591222,4.245873272087053,0.0,,36,atr_rel
data\cv\images\SBER\5m\w64_s16\0.0\img_0000111.png,SBER,5m,2024-10-27 17:15:00+00:00,2024-10-28 08:55:00+00:00,64,243.04,248.47,zscore,-0.8838919358591222,4.245873272087053,0.0,,36,atr_rel
data\cv\images\SBER\5m\w64_s16\0.0\img_0000112.png,SBER,5m,2024-10-28 04:45:00+00:00,2024-10-28 10:15:00+00:00,64,243.34,249.0,zscore,-1.748428544382233,4.245873272087053,0.0,,36,atr_rel
data\cv\images\SBER\5m\w64_s16\0.0\img_0000113.png,SBER,5m,2024-10-28 06:05:00+00:00,2024-10-28 11:35:00+00:00,64,243.34,249.0,zscore,-1.7484285443822332,2.382057689402643,0.0,,36,atr_rel
data\cv\images\SBER\5m\w64_s16\0.0\img_0000114.png,SBER,5m,2024-10-28 07:40:00+00:00,2024-10-28 12:55:00+00:00,64,244.5,249.0,zscore,-1.7484285443822334,2.1302949782727314,0.0,,36,atr_rel
data\cv\images\SBER\5m\w64_s16\0.0\img_0000115.png,SBER,5m,2024-10-28 09:00:00+00:00,2024-10-28 14:15:00+00:00,64,242.61,249.0,zscore,-1.4922995418913754,3.45527968681235,0.0,,36,atr_rel
data\cv\images\SBER\5m\w64_s16\0.0\img_0000116.png,SBER,5m,2024-10-28 10:20:00+00:00,2024-10-28 15:35:00+00:00,64,242.3,247.11,zscore,-0.9969219085517403,3.455279686812353,0.0,,36,atr_rel
