path,ticker,tf,t_start,t_end,bars,ymin,ymax,vol_mode,vmin,vmax,label
data\cv\images\GMKN\1m\win64_step16\flat\img_0000011.png,GMKN,1m,2025-06-02 06:55:00+00:00,2025-06-02 07:58:00+00:00,64,1078.4,1088.2,raw,66.0,18260.0,flat
data\cv\images\GMKN\1m\win64_step16\flat\img_0000012.png,GMKN,1m,2025-06-02 07:11:00+00:00,2025-06-02 08:14:00+00:00,64,1078.4,1088.2,raw,6.0,18260.0,flat
data\cv\images\GMKN\1m\win64_step16\flat\img_0000013.png,GMKN,1m,2025-06-02 07:27:00+00:00,2025-06-02 08:30:00+00:00,64,1078.4,1088.2,raw,6.0,18260.0,flat
data\cv\images\GMKN\1m\win64_step16\flat\img_0000014.png,GMKN,1m,2025-06-02 07:43:00+00:00,2025-06-02 08:46:00+00:00,64,1080.8,1088.2,raw,6.0,10067.0,flat
data\cv\images\GMKN\1m\win64_step16\flat\img_0000015.png,GMKN,1m,2025-06-02 07:59:00+00:00,2025-06-02 09:02:00+00:00,64,1080.8,1087.0,raw,6.0,7962.0,flat
data\cv\images\GMKN\1m\win64_step16\flat\img_0000016.png,GMKN,1m,2025-06-02 08:15:00+00:00,2025-06-02 09:18:00+00:00,64,1080.8,1085.8,raw,57.0,7962.0,flat
data\cv\images\GMKN\1m\win64_step16\flat\img_0000017.png,GMKN,1m,2025-06-02 08:31:00+00:00,2025-06-02 09:34:00+00:00,64,1080.6,1085.0,raw,14.0,6763.0,flat
data\cv\images\GMKN\1m\win64_step16\flat\img_0000018.png,GMKN,1m,2025-06-02 08:47:00+00:00,2025-06-02 09:50:00+00:00,64,1080.0,1085.0,raw,14.0,26542.0,flat
data\cv\images\GMKN\1m\win64_step16\flat\img_0000019.png,GMKN,1m,2025-06-02 09:03:00+00:00,2025-06-02 10:06:00+00:00,64,1078.2,1085.0,raw,14.0,26542.0,flat
data\cv\images\GMKN\1m\win64_step16\flat\img_0000020.png,GMKN,1m,2025-06-02 09:19:00+00:00,2025-06-02 10:22:00+00:00,64,1076.2,1083.2,raw,14.0,26542.0,flat
data\cv\images\GMKN\1m\win64_step16\flat\img_0000021.png,GMKN,1m,2025-06-02 09:35:00+00:00,2025-06-02 10:38:00+00:00,64,1076.2,1082.6,raw,56.0,26542.0,flat
data\cv\images\GMKN\1m\win64_step16\flat\img_0000022.png,GMKN,1m,2025-06-02 09:51:00+00:00,2025-06-02 10:54:00+00:00,64,1076.2,1080.6,raw,23.0,10043.0,flat
data\cv\images\GMKN\1m\win64_step16\flat\img_0000023.png,GMKN,1m,2025-06-02 10:07:00+00:00,2025-06-02 11:10:00+00:00,64,1076.2,1080.2,raw,2.0,8303.0,flat
data\cv\images\GMKN\1m\win64_step16\flat\img_0000024.png,GMKN,1m,2025-06-02 10:23:00+00:00,2025-06-02 11:26:00+00:00,64,1076.2,1079.2,raw,2.0,12652.0,flat
data\cv\images\GMKN\1m\win64_step16\flat\img_0000025.png,GMKN,1m,2025-06-02 10:39:00+00:00,2025-06-02 11:42:00+00:00,64,1076.2,1079.8,raw,2.0,12652.0,flat
data\cv\images\GMKN\1m\win64_step16\flat\img_0000026.png,GMKN,1m,2025-06-02 10:55:00+00:00,2025-06-02 11:58:00+00:00,64,1076.2,1083.8,raw,2.0,12652.0,flat
data\cv\images\GMKN\1m\win64_step16\flat\img_0000027.png,GMKN,1m,2025-06-02 11:11:00+00:00,2025-06-02 12:14:00+00:00,64,1076.2,1092.0,raw,46.0,34222.0,flat
data\cv\images\GMKN\1m\win64_step16\flat\img_0000028.png,GMKN,1m,2025-06-02 11:27:00+00:00,2025-06-02 12:30:00+00:00,64,1076.2,1092.0,raw,21.0,34222.0,flat
data\cv\images\GMKN\1m\win64_step16\flat\img_0000029.png,GMKN,1m,2025-06-02 11:43:00+00:00,2025-06-02 12:46:00+00:00,64,1077.2,1092.0,raw,21.0,34222.0,flat
data\cv\images\GMKN\1m\win64_step16\flat\img_0000030.png,GMKN,1m,2025-06-02 11:59:00+00:00,2025-06-02 13:02:00+00:00,64,1079.6,1092.0,raw,21.0,34222.0,flat
data\cv\images\GMKN\1m\win64_step16\flat\img_0000031.png,GMKN,1m,2025-06-02 12:15:00+00:00,2025-06-02 13:18:00+00:00,64,1079.6,1107.8,raw,21.0,107201.0,flat
data\cv\images\GMKN\1m\win64_step16\flat\img_0000032.png,GMKN,1m,2025-06-02 12:31:00+00:00,2025-06-02 13:34:00+00:00,64,1079.6,1107.8,raw,27.0,107201.0,flat
data\cv\images\GMKN\1m\win64_step16\flat\img_0000033.png,GMKN,1m,2025-06-02 12:47:00+00:00,2025-06-02 13:50:00+00:00,64,1079.6,1107.8,raw,27.0,107201.0,flat
data\cv\images\GMKN\1m\win64_step16\flat\img_0000034.png,GMKN,1m,2025-06-02 13:03:00+00:00,2025-06-02 14:06:00+00:00,64,1079.6,1107.8,raw,311.0,107201.0,flat
data\cv\images\GMKN\1m\win64_step16\flat\img_0000035.png,GMKN,1m,2025-06-02 13:19:00+00:00,2025-06-02 14:22:00+00:00,64,1086.0,1103.0,raw,316.0,40243.0,flat
data\cv\images\GMKN\1m\win64_step16\flat\img_0000036.png,GMKN,1m,2025-06-02 13:35:00+00:00,2025-06-02 14:38:00+00:00,64,1086.0,1103.0,raw,316.0,40243.0,flat
data\cv\images\GMKN\1m\win64_step16\flat\img_0000037.png,GMKN,1m,2025-06-02 13:51:00+00:00,2025-06-02 14:54:00+00:00,64,1086.0,1108.8,raw,350.0,40243.0,flat
data\cv\images\GMKN\1m\win64_step16\flat\img_0000038.png,GMKN,1m,2025-06-02 14:07:00+00:00,2025-06-02 15:10:00+00:00,64,1086.4,1121.4,raw,350.0,73351.0,flat
data\cv\images\GMKN\1m\win64_step16\flat\img_0000039.png,GMKN,1m,2025-06-02 14:23:00+00:00,2025-06-02 15:26:00+00:00,64,1091.6,1121.4,raw,386.0,73351.0,flat
data\cv\images\GMKN\1m\win64_step16\flat\img_0000040.png,GMKN,1m,2025-06-02 14:39:00+00:00,2025-06-02 15:47:00+00:00,64,1092.2,1121.4,raw,386.0,73351.0,flat
data\cv\images\GMKN\1m\win64_step16\flat\img_0000041.png,GMKN,1m,2025-06-02 14:55:00+00:00,2025-06-02 16:17:00+00:00,64,1108.8,1121.4,raw,476.0,73351.0,flat
data\cv\images\GMKN\1m\win64_step16\flat\img_0000042.png,GMKN,1m,2025-06-02 15:11:00+00:00,2025-06-02 16:33:00+00:00,64,1112.2,1119.6,raw,476.0,22748.0,flat
data\cv\images\GMKN\1m\win64_step16\flat\img_0000043.png,GMKN,1m,2025-06-02 15:27:00+00:00,2025-06-02 16:49:00+00:00,64,1109.4,1119.2,raw,476.0,22748.0,flat
data\cv\images\GMKN\1m\win64_step16\flat\img_0000044.png,GMKN,1m,2025-06-02 15:48:00+00:00,2025-06-02 17:05:00+00:00,64,1109.4,1118.8,raw,172.0,10163.0,flat
data\cv\images\GMKN\1m\win64_step16\flat\img_0000045.png,GMKN,1m,2025-06-02 16:18:00+00:00,2025-06-02 17:21:00+00:00,64,1108.2,1116.4,raw,82.0,13924.0,flat
data\cv\images\GMKN\1m\win64_step16\flat\img_0000046.png,GMKN,1m,2025-06-02 16:34:00+00:00,2025-06-02 17:37:00+00:00,64,1106.6,1114.0,raw,82.0,13924.0,flat
data\cv\images\GMKN\1m\win64_step16\flat\img_0000047.png,GMKN,1m,2025-06-02 16:50:00+00:00,2025-06-02 17:53:00+00:00,64,1106.6,1114.0,raw,60.0,13924.0,flat
data\cv\images\GMKN\1m\win64_step16\flat\img_0000048.png,GMKN,1m,2025-06-02 17:06:00+00:00,2025-06-02 18:09:00+00:00,64,1106.6,1114.0,raw,10.0,13924.0,flat
data\cv\images\GMKN\1m\win64_step16\flat\img_0000049.png,GMKN,1m,2025-06-02 17:22:00+00:00,2025-06-02 18:25:00+00:00,64,1106.6,1113.8,raw,10.0,10548.0,flat
data\cv\images\GMKN\1m\win64_step16\flat\img_0000050.png,GMKN,1m,2025-06-02 17:38:00+00:00,2025-06-02 18:41:00+00:00,64,1109.2,1113.8,raw,3.0,10548.0,flat
data\cv\images\GMKN\1m\win64_step16\flat\img_0000051.png,GMKN,1m,2025-06-02 17:54:00+00:00,2025-06-02 18:57:00+00:00,64,1110.0,1113.8,raw,3.0,10548.0,flat
data\cv\images\GMKN\1m\win64_step16\flat\img_0000052.png,GMKN,1m,2025-06-02 18:10:00+00:00,2025-06-02 19:13:00+00:00,64,1110.0,1117.2,raw,3.0,10548.0,flat
data\cv\images\GMKN\1m\win64_step16\flat\img_0000053.png,GMKN,1m,2025-06-02 18:26:00+00:00,2025-06-02 19:29:00+00:00,64,1111.2,1117.4,raw,3.0,5711.0,flat
data\cv\images\GMKN\1m\win64_step16\flat\img_0000054.png,GMKN,1m,2025-06-02 18:42:00+00:00,2025-06-02 19:45:00+00:00,64,1112.4,1117.4,raw,3.0,7079.0,flat
data\cv\images\GMKN\1m\win64_step16\flat\img_0000055.png,GMKN,1m,2025-06-02 18:58:00+00:00,2025-06-02 20:01:00+00:00,64,1112.4,1117.4,raw,1.0,7079.0,flat
data\cv\images\GMKN\1m\win64_step16\flat\img_0000056.png,GMKN,1m,2025-06-02 19:14:00+00:00,2025-06-02 20:17:00+00:00,64,1112.4,1117.4,raw,1.0,7079.0,flat
data\cv\images\GMKN\1m\win64_step16\flat\img_0000057.png,GMKN,1m,2025-06-02 19:30:00+00:00,2025-06-02 20:33:00+00:00,64,1112.4,1119.0,raw,1.0,13172.0,flat
data\cv\images\GMKN\1m\win64_step16\flat\img_0000058.png,GMKN,1m,2025-06-02 19:46:00+00:00,2025-06-02 20:49:00+00:00,64,1113.0,1119.0,raw,1.0,13172.0,flat
data\cv\images\GMKN\1m\win64_step16\flat\img_0000059.png,GMKN,1m,2025-06-02 20:02:00+00:00,2025-06-03 04:14:00+00:00,64,1108.0,1127.2,raw,66.0,13755.0,flat
data\cv\images\GMKN\1m\win64_step16\flat\img_0000060.png,GMKN,1m,2025-06-02 20:18:00+00:00,2025-06-03 04:30:00+00:00,64,1108.0,1127.4,raw,47.0,13755.0,flat
data\cv\images\GMKN\1m\win64_step16\flat\img_0000061.png,GMKN,1m,2025-06-02 20:34:00+00:00,2025-06-03 04:46:00+00:00,64,1108.0,1129.0,raw,47.0,13755.0,flat
data\cv\images\GMKN\1m\win64_step16\flat\img_0000062.png,GMKN,1m,2025-06-03 03:59:00+00:00,2025-06-03 05:02:00+00:00,64,1108.0,1129.0,raw,22.0,13755.0,flat
data\cv\images\GMKN\1m\win64_step16\flat\img_0000063.png,GMKN,1m,2025-06-03 04:15:00+00:00,2025-06-03 05:18:00+00:00,64,1123.6,1129.0,raw,13.0,10154.0,flat
data\cv\images\GMKN\1m\win64_step16\flat\img_0000064.png,GMKN,1m,2025-06-03 04:31:00+00:00,2025-06-03 05:34:00+00:00,64,1123.6,1129.0,raw,6.0,10154.0,flat
data\cv\images\GMKN\1m\win64_step16\flat\img_0000065.png,GMKN,1m,2025-06-03 04:47:00+00:00,2025-06-03 05:50:00+00:00,64,1123.6,1128.6,raw,2.0,8750.0,flat
data\cv\images\GMKN\1m\win64_step16\flat\img_0000066.png,GMKN,1m,2025-06-03 05:03:00+00:00,2025-06-03 06:06:00+00:00,64,1124.0,1127.8,raw,2.0,4655.0,flat
data\cv\images\GMKN\1m\win64_step16\flat\img_0000067.png,GMKN,1m,2025-06-03 05:19:00+00:00,2025-06-03 06:22:00+00:00,64,1124.0,1134.0,raw,2.0,51548.0,flat
data\cv\images\GMKN\1m\win64_step16\flat\img_0000068.png,GMKN,1m,2025-06-03 05:35:00+00:00,2025-06-03 06:38:00+00:00,64,1124.4,1134.0,raw,2.0,51548.0,flat
data\cv\images\GMKN\1m\win64_step16\flat\img_0000069.png,GMKN,1m,2025-06-03 05:51:00+00:00,2025-06-03 06:54:00+00:00,64,1125.0,1134.0,raw,11.0,51548.0,flat
data\cv\images\GMKN\1m\win64_step16\flat\img_0000070.png,GMKN,1m,2025-06-03 06:07:00+00:00,2025-06-03 07:10:00+00:00,64,1123.0,1134.0,raw,11.0,51548.0,flat
data\cv\images\GMKN\1m\win64_step16\flat\img_0000071.png,GMKN,1m,2025-06-03 06:23:00+00:00,2025-06-03 07:26:00+00:00,64,1123.0,1133.2,raw,11.0,25843.0,flat
data\cv\images\GMKN\1m\win64_step16\flat\img_0000072.png,GMKN,1m,2025-06-03 06:39:00+00:00,2025-06-03 07:42:00+00:00,64,1123.0,1132.6,raw,11.0,25843.0,flat
data\cv\images\GMKN\1m\win64_step16\flat\img_0000073.png,GMKN,1m,2025-06-03 06:55:00+00:00,2025-06-03 07:58:00+00:00,64,1123.0,1132.6,raw,78.0,25843.0,flat
data\cv\images\GMKN\1m\win64_step16\flat\img_0000074.png,GMKN,1m,2025-06-03 07:11:00+00:00,2025-06-03 08:14:00+00:00,64,1123.2,1132.6,raw,105.0,16084.0,flat
data\cv\images\GMKN\1m\win64_step16\flat\img_0000075.png,GMKN,1m,2025-06-03 07:27:00+00:00,2025-06-03 08:30:00+00:00,64,1117.6,1132.6,raw,105.0,49114.0,flat
data\cv\images\GMKN\1m\win64_step16\flat\img_0000076.png,GMKN,1m,2025-06-03 07:43:00+00:00,2025-06-03 08:46:00+00:00,64,1116.2,1127.8,raw,105.0,49114.0,flat
data\cv\images\GMKN\1m\win64_step16\flat\img_0000077.png,GMKN,1m,2025-06-03 07:59:00+00:00,2025-06-03 09:02:00+00:00,64,1116.2,1127.2,raw,105.0,49114.0,flat
data\cv\images\GMKN\1m\win64_step16\flat\img_0000078.png,GMKN,1m,2025-06-03 08:15:00+00:00,2025-06-03 09:18:00+00:00,64,1116.2,1127.0,raw,219.0,49114.0,flat
data\cv\images\GMKN\1m\win64_step16\flat\img_0000079.png,GMKN,1m,2025-06-03 08:31:00+00:00,2025-06-03 09:34:00+00:00,64,1116.2,1123.6,raw,219.0,15987.0,flat
data\cv\images\GMKN\1m\win64_step16\flat\img_0000080.png,GMKN,1m,2025-06-03 08:47:00+00:00,2025-06-03 09:50:00+00:00,64,1118.0,1123.6,raw,219.0,11943.0,flat
data\cv\images\GMKN\1m\win64_step16\flat\img_0000081.png,GMKN,1m,2025-06-03 09:03:00+00:00,2025-06-03 10:06:00+00:00,64,1118.0,1123.6,raw,191.0,11943.0,flat
data\cv\images\GMKN\1m\win64_step16\flat\img_0000082.png,GMKN,1m,2025-06-03 09:19:00+00:00,2025-06-03 10:22:00+00:00,64,1118.2,1123.4,raw,127.0,22916.0,flat
data\cv\images\GMKN\1m\win64_step16\flat\img_0000083.png,GMKN,1m,2025-06-03 09:35:00+00:00,2025-06-03 10:38:00+00:00,64,1114.0,1123.4,raw,127.0,34357.0,flat
data\cv\images\GMKN\1m\win64_step16\flat\img_0000084.png,GMKN,1m,2025-06-03 09:51:00+00:00,2025-06-03 10:54:00+00:00,64,1114.0,1123.4,raw,127.0,34357.0,flat
data\cv\images\GMKN\1m\win64_step16\flat\img_0000085.png,GMKN,1m,2025-06-03 10:07:00+00:00,2025-06-03 11:10:00+00:00,64,1114.0,1124.6,raw,127.0,34357.0,flat
data\cv\images\GMKN\1m\win64_step16\flat\img_0000086.png,GMKN,1m,2025-06-03 10:23:00+00:00,2025-06-03 11:26:00+00:00,64,1114.0,1125.0,raw,141.0,34357.0,flat
data\cv\images\GMKN\1m\win64_step16\flat\img_0000087.png,GMKN,1m,2025-06-03 10:39:00+00:00,2025-06-03 11:42:00+00:00,64,1117.2,1125.0,raw,141.0,20148.0,flat
data\cv\images\GMKN\1m\win64_step16\flat\img_0000088.png,GMKN,1m,2025-06-03 10:55:00+00:00,2025-06-03 11:58:00+00:00,64,1116.2,1125.0,raw,130.0,20148.0,flat
data\cv\images\GMKN\1m\win64_step16\flat\img_0000089.png,GMKN,1m,2025-06-03 11:11:00+00:00,2025-06-03 12:14:00+00:00,64,1111.2,1125.0,raw,130.0,19691.0,flat
data\cv\images\GMKN\1m\win64_step16\flat\img_0000090.png,GMKN,1m,2025-06-03 11:27:00+00:00,2025-06-03 12:30:00+00:00,64,1110.6,1121.6,raw,130.0,18594.0,flat
data\cv\images\GMKN\1m\win64_step16\flat\img_0000091.png,GMKN,1m,2025-06-03 11:43:00+00:00,2025-06-03 12:46:00+00:00,64,1110.4,1120.0,raw,130.0,18594.0,flat
data\cv\images\GMKN\1m\win64_step16\flat\img_0000092.png,GMKN,1m,2025-06-03 11:59:00+00:00,2025-06-03 13:02:00+00:00,64,1110.4,1118.4,raw,134.0,18594.0,flat
data\cv\images\GMKN\1m\win64_step16\flat\img_0000093.png,GMKN,1m,2025-06-03 12:15:00+00:00,2025-06-03 13:18:00+00:00,64,1108.2,1118.4,raw,134.0,13727.0,flat
data\cv\images\GMKN\1m\win64_step16\flat\img_0000094.png,GMKN,1m,2025-06-03 12:31:00+00:00,2025-06-03 13:34:00+00:00,64,1108.2,1118.4,raw,134.0,13727.0,flat
data\cv\images\GMKN\1m\win64_step16\flat\img_0000095.png,GMKN,1m,2025-06-03 12:47:00+00:00,2025-06-03 13:50:00+00:00,64,1108.2,1118.4,raw,177.0,11799.0,flat
data\cv\images\GMKN\1m\win64_step16\flat\img_0000096.png,GMKN,1m,2025-06-03 13:03:00+00:00,2025-06-03 14:06:00+00:00,64,1108.2,1117.0,raw,177.0,11799.0,flat
data\cv\images\GMKN\1m\win64_step16\flat\img_0000097.png,GMKN,1m,2025-06-03 13:19:00+00:00,2025-06-03 14:22:00+00:00,64,1110.2,1117.0,raw,177.0,7108.0,flat
data\cv\images\GMKN\1m\win64_step16\flat\img_0000098.png,GMKN,1m,2025-06-03 13:35:00+00:00,2025-06-03 14:38:00+00:00,64,1110.2,1117.0,raw,177.0,7108.0,flat
data\cv\images\GMKN\1m\win64_step16\flat\img_0000099.png,GMKN,1m,2025-06-03 13:51:00+00:00,2025-06-03 14:54:00+00:00,64,1112.4,1121.4,raw,248.0,15725.0,flat
data\cv\images\GMKN\1m\win64_step16\flat\img_0000100.png,GMKN,1m,2025-06-03 14:07:00+00:00,2025-06-03 15:10:00+00:00,64,1113.8,1121.4,raw,248.0,15725.0,flat
data\cv\images\GMKN\1m\win64_step16\flat\img_0000101.png,GMKN,1m,2025-06-03 14:23:00+00:00,2025-06-03 15:26:00+00:00,64,1114.4,1124.0,raw,266.0,15725.0,flat
data\cv\images\GMKN\1m\win64_step16\flat\img_0000102.png,GMKN,1m,2025-06-03 14:39:00+00:00,2025-06-03 15:48:00+00:00,64,1115.0,1124.4,raw,17.0,15725.0,flat
data\cv\images\GMKN\1m\win64_step16\flat\img_0000103.png,GMKN,1m,2025-06-03 14:55:00+00:00,2025-06-03 16:18:00+00:00,64,1115.0,1124.6,raw,17.0,12832.0,flat
data\cv\images\GMKN\1m\win64_step16\flat\img_0000104.png,GMKN,1m,2025-06-03 15:11:00+00:00,2025-06-03 16:34:00+00:00,64,1117.6,1124.6,raw,17.0,12832.0,flat
data\cv\images\GMKN\1m\win64_step16\flat\img_0000105.png,GMKN,1m,2025-06-03 15:27:00+00:00,2025-06-03 16:50:00+00:00,64,1119.0,1124.6,raw,17.0,12832.0,flat
data\cv\images\GMKN\1m\win64_step16\flat\img_0000106.png,GMKN,1m,2025-06-03 15:49:00+00:00,2025-06-03 17:06:00+00:00,64,1118.4,1124.6,raw,17.0,12007.0,flat
data\cv\images\GMKN\1m\win64_step16\flat\img_0000107.png,GMKN,1m,2025-06-03 16:19:00+00:00,2025-06-03 17:22:00+00:00,64,1116.8,1123.6,raw,6.0,10006.0,flat
data\cv\images\GMKN\1m\win64_step16\flat\img_0000108.png,GMKN,1m,2025-06-03 16:35:00+00:00,2025-06-03 17:38:00+00:00,64,1116.8,1126.8,raw,6.0,24261.0,flat
data\cv\images\GMKN\1m\win64_step16\flat\img_0000109.png,GMKN,1m,2025-06-03 16:51:00+00:00,2025-06-03 17:54:00+00:00,64,1116.8,1134.0,raw,6.0,29244.0,flat
data\cv\images\GMKN\1m\win64_step16\flat\img_0000110.png,GMKN,1m,2025-06-03 17:07:00+00:00,2025-06-03 18:10:00+00:00,64,1116.8,1134.0,raw,6.0,29244.0,flat
data\cv\images\GMKN\1m\win64_step16\flat\img_0000111.png,GMKN,1m,2025-06-03 17:23:00+00:00,2025-06-03 18:26:00+00:00,64,1117.4,1134.0,raw,97.0,29244.0,flat
data\cv\images\GMKN\1m\win64_step16\flat\img_0000112.png,GMKN,1m,2025-06-03 17:39:00+00:00,2025-06-03 18:42:00+00:00,64,1124.0,1134.0,raw,231.0,29244.0,flat
data\cv\images\GMKN\1m\win64_step16\flat\img_0000113.png,GMKN,1m,2025-06-03 17:55:00+00:00,2025-06-03 18:58:00+00:00,64,1127.4,1134.0,raw,127.0,9502.0,flat
data\cv\images\GMKN\1m\win64_step16\flat\img_0000114.png,GMKN,1m,2025-06-03 18:11:00+00:00,2025-06-03 19:14:00+00:00,64,1126.4,1134.0,raw,61.0,10424.0,flat
data\cv\images\GMKN\1m\win64_step16\flat\img_0000115.png,GMKN,1m,2025-06-03 18:27:00+00:00,2025-06-03 19:30:00+00:00,64,1126.4,1134.0,raw,36.0,10424.0,flat
data\cv\images\GMKN\1m\win64_step16\flat\img_0000116.png,GMKN,1m,2025-06-03 18:43:00+00:00,2025-06-03 19:46:00+00:00,64,1126.4,1133.2,raw,2.0,10424.0,flat
data\cv\images\GMKN\1m\win64_step16\flat\img_0000117.png,GMKN,1m,2025-06-03 18:59:00+00:00,2025-06-03 20:02:00+00:00,64,1126.4,1133.2,raw,2.0,10424.0,flat
data\cv\images\GMKN\1m\win64_step16\flat\img_0000118.png,GMKN,1m,2025-06-03 19:15:00+00:00,2025-06-03 20:18:00+00:00,64,1129.2,1133.2,raw,2.0,4035.0,flat
data\cv\images\GMKN\1m\win64_step16\flat\img_0000119.png,GMKN,1m,2025-06-03 19:31:00+00:00,2025-06-03 20:34:00+00:00,64,1129.2,1133.6,raw,2.0,6471.0,flat
data\cv\images\GMKN\1m\win64_step16\flat\img_0000120.png,GMKN,1m,2025-06-03 19:47:00+00:00,2025-06-04 03:59:00+00:00,64,1129.2,1135.4,raw,8.0,6471.0,flat
data\cv\images\GMKN\1m\win64_step16\flat\img_0000121.png,GMKN,1m,2025-06-03 20:03:00+00:00,2025-06-04 04:15:00+00:00,64,1129.6,1138.8,raw,8.0,19546.0,flat
data\cv\images\GMKN\1m\win64_step16\flat\img_0000122.png,GMKN,1m,2025-06-03 20:19:00+00:00,2025-06-04 04:31:00+00:00,64,1126.2,1138.8,raw,8.0,19546.0,flat
data\cv\images\GMKN\1m\win64_step16\flat\img_0000123.png,GMKN,1m,2025-06-03 20:35:00+00:00,2025-06-04 04:47:00+00:00,64,1126.2,1138.8,raw,8.0,19546.0,flat
data\cv\images\GMKN\1m\win64_step16\flat\img_0000124.png,GMKN,1m,2025-06-04 04:00:00+00:00,2025-06-04 05:04:00+00:00,64,1126.2,1138.8,raw,3.0,19546.0,flat
data\cv\images\GMKN\1m\win64_step16\flat\img_0000125.png,GMKN,1m,2025-06-04 04:16:00+00:00,2025-06-04 05:20:00+00:00,64,1123.4,1135.2,raw,3.0,9662.0,flat
data\cv\images\GMKN\1m\win64_step16\flat\img_0000126.png,GMKN,1m,2025-06-04 04:32:00+00:00,2025-06-04 05:37:00+00:00,64,1123.4,1131.4,raw,3.0,8951.0,flat
data\cv\images\GMKN\1m\win64_step16\flat\img_0000127.png,GMKN,1m,2025-06-04 04:49:00+00:00,2025-06-04 05:53:00+00:00,64,1123.4,1136.0,raw,3.0,26367.0,flat
data\cv\images\GMKN\1m\win64_step16\flat\img_0000128.png,GMKN,1m,2025-06-04 05:05:00+00:00,2025-06-04 06:09:00+00:00,64,1123.4,1136.0,raw,12.0,26367.0,flat
data\cv\images\GMKN\1m\win64_step16\flat\img_0000129.png,GMKN,1m,2025-06-04 05:21:00+00:00,2025-06-04 06:25:00+00:00,64,1125.2,1136.0,raw,8.0,26367.0,flat
data\cv\images\GMKN\1m\win64_step16\flat\img_0000130.png,GMKN,1m,2025-06-04 05:38:00+00:00,2025-06-04 06:41:00+00:00,64,1127.8,1136.0,raw,8.0,26367.0,flat
data\cv\images\GMKN\1m\win64_step16\flat\img_0000131.png,GMKN,1m,2025-06-04 05:54:00+00:00,2025-06-04 06:57:00+00:00,64,1127.8,1135.8,raw,8.0,6704.0,flat
data\cv\images\GMKN\1m\win64_step16\flat\img_0000132.png,GMKN,1m,2025-06-04 06:10:00+00:00,2025-06-04 07:13:00+00:00,64,1127.8,1137.0,raw,8.0,7711.0,flat
data\cv\images\GMKN\1m\win64_step16\flat\img_0000133.png,GMKN,1m,2025-06-04 06:26:00+00:00,2025-06-04 07:29:00+00:00,64,1127.8,1137.0,raw,31.0,7711.0,flat
data\cv\images\GMKN\1m\win64_step16\flat\img_0000134.png,GMKN,1m,2025-06-04 06:42:00+00:00,2025-06-04 07:45:00+00:00,64,1131.4,1137.0,raw,5.0,7711.0,flat
data\cv\images\GMKN\1m\win64_step16\flat\img_0000135.png,GMKN,1m,2025-06-04 06:58:00+00:00,2025-06-04 08:01:00+00:00,64,1131.6,1137.2,raw,5.0,12690.0,flat
data\cv\images\GMKN\1m\win64_step16\flat\img_0000136.png,GMKN,1m,2025-06-04 07:14:00+00:00,2025-06-04 08:17:00+00:00,64,1130.0,1137.2,raw,5.0,14141.0,flat
