path,ticker,tf,t_start,t_end,bars,ymin,ymax,vol_mode,vmin,vmax,label,ret_fwd,horizon,extra_ch
data\cv\images\GAZP\5m\w64_s16\0.0\img_0000017.png,GAZP,5m,2024-10-18 13:35:00+00:00,2024-10-19 05:15:00+00:00,64,134.8,136.47,zscore,-1.3773396635386195,1.7851572365159438,0.0,,36,atr_rel
data\cv\images\GAZP\5m\w64_s16\0.0\img_0000018.png,GAZP,5m,2024-10-18 14:55:00+00:00,2024-10-19 06:35:00+00:00,64,135.08,136.47,zscore,-1.1213915255132574,2.9856515001375192,0.0,,36,atr_rel
data\cv\images\GAZP\5m\w64_s16\0.0\img_0000019.png,GAZP,5m,2024-10-18 16:30:00+00:00,2024-10-19 07:55:00+00:00,64,135.37,136.47,zscore,-0.8099349111259525,2.9856515001329176,0.0,,36,atr_rel
data\cv\images\GAZP\5m\w64_s16\0.0\img_0000020.png,GAZP,5m,2024-10-19 04:00:00+00:00,2024-10-19 09:15:00+00:00,64,135.41,136.47,zscore,-1.1219276005923853,2.985651500133049,0.0,,36,atr_rel
data\cv\images\GAZP\5m\w64_s16\0.0\img_0000021.png,GAZP,5m,2024-10-19 05:20:00+00:00,2024-10-19 10:35:00+00:00,64,135.42,135.95,zscore,-1.1219276005923788,3.7192287458817455,0.0,,36,atr_rel
data\cv\images\GAZP\5m\w64_s16\0.0\img_0000022.png,GAZP,5m,2024-10-19 06:40:00+00:00,2024-10-19 11:55:00+00:00,64,135.42,135.87,zscore,-1.1219276005923786,4.04527463590811,0.0,,36,atr_rel
data\cv\images\GAZP\5m\w64_s16\0.0\img_0000023.png,GAZP,5m,2024-10-19 08:00:00+00:00,2024-10-19 13:15:00+00:00,64,135.42,135.87,zscore,-1.1884321459746332,4.04527463590811,0.0,,36,atr_rel
data\cv\images\GAZP\5m\w64_s16\0.0\img_0000024.png,GAZP,5m,2024-10-19 09:20:00+00:00,2024-10-19 14:35:00+00:00,64,135.46,135.87,zscore,-0.8005951430344358,4.045274635908111,0.0,,36,atr_rel
data\cv\images\GAZP\5m\w64_s16\0.0\img_0000025.png,GAZP,5m,2024-10-19 10:40:00+00:00,2024-10-19 15:55:00+00:00,64,135.51,135.87,zscore,-0.8005951430344352,2.77520644647023,0.0,,36,atr_rel
data\cv\images\GAZP\5m\w64_s16\0.0\img_0000026.png,GAZP,5m,2024-10-19 12:00:00+00:00,2024-10-19 17:15:00+00:00,64,135.2,135.85,zscore,-0.7512266871837123,4.083673554248812,0.0,,36,atr_rel
data\cv\images\GAZP\5m\w64_s16\0.0\img_0000027.png,GAZP,5m,2024-10-19 13:20:00+00:00,2024-10-20 04:45:00+00:00,64,133.77,135.98,zscore,-0.7512266871837121,4.083673554248812,0.0,,36,atr_rel
data\cv\images\GAZP\5m\w64_s16\0.0\img_0000028.png,GAZP,5m,2024-10-19 14:40:00+00:00,2024-10-20 06:05:00+00:00,64,133.77,135.98,zscore,-1.400729588105939,4.083673554248812,0.0,,36,atr_rel
data\cv\images\GAZP\5m\w64_s16\0.0\img_0000029.png,GAZP,5m,2024-10-19 16:00:00+00:00,2024-10-20 07:25:00+00:00,64,133.77,135.98,zscore,-0.6618732832472546,3.6485041780679452,0.0,,36,atr_rel
data\cv\images\GAZP\5m\w64_s16\0.0\img_0000030.png,GAZP,5m,2024-10-19 17:20:00+00:00,2024-10-20 08:45:00+00:00,64,133.77,135.98,zscore,-0.9266191602325513,3.6485041780679315,0.0,,36,atr_rel
data\cv\images\GAZP\5m\w64_s16\0.0\img_0000031.png,GAZP,5m,2024-10-20 04:50:00+00:00,2024-10-20 10:05:00+00:00,64,135.15,135.54,zscore,-0.9266191602325515,3.6485041780679315,0.0,,36,atr_rel
data\cv\images\GAZP\5m\w64_s16\0.0\img_0000032.png,GAZP,5m,2024-10-20 06:10:00+00:00,2024-10-20 11:25:00+00:00,64,135.18,135.54,zscore,-0.9266191602325523,2.5800628207499994,0.0,,36,atr_rel
data\cv\images\GAZP\5m\w64_s16\0.0\img_0000033.png,GAZP,5m,2024-10-20 07:30:00+00:00,2024-10-20 12:45:00+00:00,64,135.19,135.47,zscore,-1.0677556588153445,2.9830294114827307,0.0,,36,atr_rel
data\cv\images\GAZP\5m\w64_s16\0.0\img_0000034.png,GAZP,5m,2024-10-20 08:50:00+00:00,2024-10-20 14:05:00+00:00,64,135.19,135.47,zscore,-0.9216830632624045,2.9830294114827307,0.0,,36,atr_rel
data\cv\images\GAZP\5m\w64_s16\0.0\img_0000035.png,GAZP,5m,2024-10-20 10:10:00+00:00,2024-10-20 15:25:00+00:00,64,135.12,135.47,zscore,-0.8013338412897827,3.123645492704426,0.0,,36,atr_rel
data\cv\images\GAZP\5m\w64_s16\0.0\img_0000036.png,GAZP,5m,2024-10-20 11:30:00+00:00,2024-10-20 16:45:00+00:00,64,135.12,135.47,zscore,-0.6461152266581506,3.123645492704429,0.0,,36,atr_rel
data\cv\images\GAZP\5m\w64_s16\0.0\img_0000037.png,GAZP,5m,2024-10-20 12:50:00+00:00,2024-10-21 04:15:00+00:00,64,135.12,135.63,zscore,-0.591310572613233,4.195441497825499,0.0,,36,atr_rel
data\cv\images\GAZP\5m\w64_s16\0.0\img_0000038.png,GAZP,5m,2024-10-20 14:10:00+00:00,2024-10-21 05:35:00+00:00,64,135.04,135.63,zscore,-0.576001424995274,4.195441497825498,0.0,,36,atr_rel
data\cv\images\GAZP\5m\w64_s16\0.0\img_0000039.png,GAZP,5m,2024-10-20 15:30:00+00:00,2024-10-21 07:10:00+00:00,64,135.04,136.37,zscore,-1.2331909699311532,4.247700443845199,0.0,,36,atr_rel
data\cv\images\GAZP\5m\w64_s16\0.0\img_0000040.png,GAZP,5m,2024-10-20 16:50:00+00:00,2024-10-21 08:30:00+00:00,64,135.04,136.6,zscore,-0.8930426551276599,4.247700443845199,0.0,,36,atr_rel
data\cv\images\GAZP\5m\w64_s16\0.0\img_0000041.png,GAZP,5m,2024-10-21 04:20:00+00:00,2024-10-21 09:50:00+00:00,64,135.04,136.6,zscore,-1.0889013292986534,4.247700443845199,0.0,,36,atr_rel
data\cv\images\GAZP\5m\w64_s16\0.0\img_0000042.png,GAZP,5m,2024-10-21 05:40:00+00:00,2024-10-21 11:10:00+00:00,64,135.21,136.6,zscore,-1.0889013292986534,3.4737382527348206,0.0,,36,atr_rel
data\cv\images\GAZP\5m\w64_s16\0.0\img_0000043.png,GAZP,5m,2024-10-21 07:15:00+00:00,2024-10-21 12:30:00+00:00,64,135.31,136.6,zscore,-1.4464429239086587,3.37844225402861,0.0,,36,atr_rel
data\cv\images\GAZP\5m\w64_s16\0.0\img_0000044.png,GAZP,5m,2024-10-21 08:35:00+00:00,2024-10-21 13:50:00+00:00,64,135.31,136.34,zscore,-1.4464429239086536,3.1069445668186577,0.0,,36,atr_rel
data\cv\images\GAZP\5m\w64_s16\0.0\img_0000045.png,GAZP,5m,2024-10-21 09:55:00+00:00,2024-10-21 15:10:00+00:00,64,135.13,136.49,zscore,-1.446442923908657,3.6864441905706418,0.0,,36,atr_rel
data\cv\images\GAZP\5m\w64_s16\0.0\img_0000046.png,GAZP,5m,2024-10-21 11:15:00+00:00,2024-10-21 16:45:00+00:00,64,135.11,136.49,zscore,-1.6649898465309108,3.6864441905706418,0.0,,36,atr_rel
data\cv\images\GAZP\5m\w64_s16\0.0\img_0000047.png,GAZP,5m,2024-10-21 12:35:00+00:00,2024-10-22 04:15:00+00:00,64,135.11,136.49,zscore,-1.20311075310648,3.6864441905706418,0.0,,36,atr_rel
data\cv\images\GAZP\5m\w64_s16\0.0\img_0000048.png,GAZP,5m,2024-10-21 13:55:00+00:00,2024-10-22 05:35:00+00:00,64,135.11,136.49,zscore,-1.2031107531064738,1.6178281512750257,0.0,,36,atr_rel
data\cv\images\GAZP\5m\w64_s16\1.0\img_0000049.png,GAZP,5m,2024-10-21 15:15:00+00:00,2024-10-22 07:10:00+00:00,64,135.11,136.46,zscore,-1.2031107531064664,4.246349620488309,1.0,,36,atr_rel
data\cv\images\GAZP\5m\w64_s16\1.0\img_0000050.png,GAZP,5m,2024-10-21 16:50:00+00:00,2024-10-22 08:30:00+00:00,64,135.51,136.46,zscore,-1.0791025084689385,4.246349620488309,1.0,,36,atr_rel
data\cv\images\GAZP\5m\w64_s16\0.0\img_0000051.png,GAZP,5m,2024-10-22 04:20:00+00:00,2024-10-22 09:50:00+00:00,64,135.51,140.08,zscore,-1.468543875801653,4.246349620488309,0.0,,36,atr_rel
data\cv\images\GAZP\5m\w64_s16\0.0\img_0000052.png,GAZP,5m,2024-10-22 05:40:00+00:00,2024-10-22 11:10:00+00:00,64,135.51,140.08,zscore,-1.4685438758016536,4.188629888873682,0.0,,36,atr_rel
data\cv\images\GAZP\5m\w64_s16\0.0\img_0000053.png,GAZP,5m,2024-10-22 07:15:00+00:00,2024-10-22 12:30:00+00:00,64,135.51,140.08,zscore,-1.468543875801654,4.188629888873682,0.0,,36,atr_rel
data\cv\images\GAZP\5m\w64_s16\0.0\img_0000054.png,GAZP,5m,2024-10-22 08:35:00+00:00,2024-10-22 13:50:00+00:00,64,135.59,140.08,zscore,-0.9891567101420904,2.6689144758896948,0.0,,36,atr_rel
data\cv\images\GAZP\5m\w64_s16\0.0\img_0000055.png,GAZP,5m,2024-10-22 09:55:00+00:00,2024-10-22 15:10:00+00:00,64,136.45,139.33,zscore,-0.9943921088113737,2.7603830438227552,0.0,,36,atr_rel
data\cv\images\GAZP\5m\w64_s16\0.0\img_0000056.png,GAZP,5m,2024-10-22 11:15:00+00:00,2024-10-22 16:45:00+00:00,64,136.11,138.83,zscore,-1.3146871076556463,2.7603830438227583,0.0,,36,atr_rel
data\cv\images\GAZP\5m\w64_s16\0.0\img_0000057.png,GAZP,5m,2024-10-22 12:35:00+00:00,2024-10-23 04:15:00+00:00,64,135.84,138.47,zscore,-1.360035802555969,2.7603830438227575,0.0,,36,atr_rel
data\cv\images\GAZP\5m\w64_s16\0.0\img_0000058.png,GAZP,5m,2024-10-22 13:55:00+00:00,2024-10-23 05:35:00+00:00,64,135.84,137.46,zscore,-1.3600358025559687,2.3141340123319454,0.0,,36,atr_rel
data\cv\images\GAZP\5m\w64_s16\0.0\img_0000059.png,GAZP,5m,2024-10-22 15:15:00+00:00,2024-10-23 07:10:00+00:00,64,135.62,137.04,zscore,-1.3600358025559696,4.242254014849705,0.0,,36,atr_rel
data\cv\images\GAZP\5m\w64_s16\0.0\img_0000060.png,GAZP,5m,2024-10-22 16:50:00+00:00,2024-10-23 08:30:00+00:00,64,134.57,136.72,zscore,-1.0411367704820913,4.242254014849706,0.0,,36,atr_rel
data\cv\images\GAZP\5m\w64_s16\0.0\img_0000061.png,GAZP,5m,2024-10-23 04:20:00+00:00,2024-10-23 09:50:00+00:00,64,134.57,137.5,zscore,-1.3842835612222126,4.2422540148497045,0.0,,36,atr_rel
data\cv\images\GAZP\5m\w64_s16\0.0\img_0000062.png,GAZP,5m,2024-10-23 05:40:00+00:00,2024-10-23 11:10:00+00:00,64,134.57,137.5,zscore,-1.3842835612222126,3.4694857078165895,0.0,,36,atr_rel
data\cv\images\GAZP\5m\w64_s16\0.0\img_0000063.png,GAZP,5m,2024-10-23 07:15:00+00:00,2024-10-23 12:30:00+00:00,64,134.57,137.5,zscore,-1.3842835612222126,2.5428125951524954,0.0,,36,atr_rel
data\cv\images\GAZP\5m\w64_s16\0.0\img_0000064.png,GAZP,5m,2024-10-23 08:35:00+00:00,2024-10-23 13:50:00+00:00,64,135.84,137.5,zscore,-1.4117335525302879,3.580544561910686,0.0,,36,atr_rel
data\cv\images\GAZP\5m\w64_s16\0.0\img_0000065.png,GAZP,5m,2024-10-23 09:55:00+00:00,2024-10-23 15:10:00+00:00,64,135.84,137.43,zscore,-1.2440135246608883,3.5805445619106897,0.0,,36,atr_rel
data\cv\images\GAZP\5m\w64_s16\0.0\img_0000066.png,GAZP,5m,2024-10-23 11:15:00+00:00,2024-10-23 16:45:00+00:00,64,135.5,137.43,zscore,-1.0830366692842794,3.5805445619106897,0.0,,36,atr_rel
data\cv\images\GAZP\5m\w64_s16\0.0\img_0000067.png,GAZP,5m,2024-10-23 12:35:00+00:00,2024-10-24 04:15:00+00:00,64,134.34,137.43,zscore,-1.0830366692842792,3.413573179641749,0.0,,36,atr_rel
data\cv\images\GAZP\5m\w64_s16\0.0\img_0000068.png,GAZP,5m,2024-10-23 13:55:00+00:00,2024-10-24 05:35:00+00:00,64,134.34,136.47,zscore,-1.08303666928428,3.413573179641749,0.0,,36,atr_rel
data\cv\images\GAZP\5m\w64_s16\0.0\img_0000069.png,GAZP,5m,2024-10-23 15:15:00+00:00,2024-10-24 07:10:00+00:00,64,133.6,136.37,zscore,-1.0217058750386196,4.244719691997972,0.0,,36,atr_rel
data\cv\images\GAZP\5m\w64_s16\0.0\img_0000070.png,GAZP,5m,2024-10-23 16:50:00+00:00,2024-10-24 08:30:00+00:00,64,133.05,135.83,zscore,-1.1426609672082166,4.244719691997971,0.0,,36,atr_rel
data\cv\images\GAZP\5m\w64_s16\0.0\img_0000071.png,GAZP,5m,2024-10-24 04:20:00+00:00,2024-10-24 09:50:00+00:00,64,132.7,135.2,zscore,-0.8381726022988657,4.244719691997972,0.0,,36,atr_rel
data\cv\images\GAZP\5m\w64_s16\0.0\img_0000072.png,GAZP,5m,2024-10-24 05:40:00+00:00,2024-10-24 11:10:00+00:00,64,132.15,135.2,zscore,-0.8414439499716809,3.626095108799156,0.0,,36,atr_rel
data\cv\images\GAZP\5m\w64_s16\0.0\img_0000073.png,GAZP,5m,2024-10-24 07:15:00+00:00,2024-10-24 12:30:00+00:00,64,132.15,134.59,zscore,-1.0463952655064923,3.626095108799156,0.0,,36,atr_rel
data\cv\images\GAZP\5m\w64_s16\0.0\img_0000074.png,GAZP,5m,2024-10-24 08:35:00+00:00,2024-10-24 13:50:00+00:00,64,132.15,134.09,zscore,-1.1342563531425214,3.418317183865967,0.0,,36,atr_rel
data\cv\images\GAZP\5m\w64_s16\0.0\img_0000075.png,GAZP,5m,2024-10-24 09:55:00+00:00,2024-10-24 15:10:00+00:00,64,132.15,134.5,zscore,-1.1342563531425196,4.05561652578616,0.0,,36,atr_rel
data\cv\images\GAZP\5m\w64_s16\0.0\img_0000076.png,GAZP,5m,2024-10-24 11:15:00+00:00,2024-10-24 16:45:00+00:00,64,132.75,134.71,zscore,-1.2061695267365182,4.055616525786161,0.0,,36,atr_rel
data\cv\images\GAZP\5m\w64_s16\0.0\img_0000077.png,GAZP,5m,2024-10-24 12:35:00+00:00,2024-10-25 04:15:00+00:00,64,132.75,134.77,zscore,-1.2061695267365182,3.8308548552498425,0.0,,36,atr_rel
data\cv\images\GAZP\5m\w64_s16\0.0\img_0000078.png,GAZP,5m,2024-10-24 13:55:00+00:00,2024-10-25 05:35:00+00:00,64,133.25,134.77,zscore,-1.2061695267365182,1.008615393740325,0.0,,36,atr_rel
data\cv\images\GAZP\5m\w64_s16\0.0\img_0000079.png,GAZP,5m,2024-10-24 15:15:00+00:00,2024-10-25 07:10:00+00:00,64,133.58,134.77,zscore,-0.9824871736395075,4.246232154004461,0.0,,36,atr_rel
data\cv\images\GAZP\5m\w64_s16\0.0\img_0000080.png,GAZP,5m,2024-10-24 16:50:00+00:00,2024-10-25 08:30:00+00:00,64,133.43,134.77,zscore,-1.2159488824393379,4.24623215400446,0.0,,36,atr_rel
data\cv\images\GAZP\5m\w64_s16\0.0\img_0000081.png,GAZP,5m,2024-10-25 04:20:00+00:00,2024-10-25 09:50:00+00:00,64,133.43,135.3,zscore,-1.4503338146328115,4.246232154004461,0.0,,36,atr_rel
data\cv\images\GAZP\5m\w64_s16\-1.0\img_0000082.png,GAZP,5m,2024-10-25 05:40:00+00:00,2024-10-25 11:10:00+00:00,64,132.43,136.5,zscore,-1.4503338146328117,4.215073432599756,-1.0,,36,atr_rel
data\cv\images\GAZP\5m\w64_s16\-1.0\img_0000083.png,GAZP,5m,2024-10-25 07:15:00+00:00,2024-10-25 12:30:00+00:00,64,132.43,136.5,zscore,-1.8171853629306827,4.215073432599756,-1.0,,36,atr_rel
data\cv\images\GAZP\5m\w64_s16\0.0\img_0000084.png,GAZP,5m,2024-10-25 08:35:00+00:00,2024-10-25 13:50:00+00:00,64,132.43,136.5,zscore,-0.9187977450273339,4.215073432599756,0.0,,36,atr_rel
data\cv\images\GAZP\5m\w64_s16\0.0\img_0000085.png,GAZP,5m,2024-10-25 09:55:00+00:00,2024-10-25 15:10:00+00:00,64,132.0,136.5,zscore,-1.4071941782551791,2.7849132455066488,0.0,,36,atr_rel
data\cv\images\GAZP\5m\w64_s16\0.0\img_0000086.png,GAZP,5m,2024-10-25 11:15:00+00:00,2024-10-25 16:45:00+00:00,64,132.0,135.72,zscore,-1.4071941782551807,2.784913245506654,0.0,,36,atr_rel
data\cv\images\GAZP\5m\w64_s16\0.0\img_0000087.png,GAZP,5m,2024-10-25 12:35:00+00:00,2024-10-26 04:15:00+00:00,64,132.0,135.44,zscore,-1.4071941782551807,3.2495712613772234,0.0,,36,atr_rel
data\cv\images\GAZP\5m\w64_s16\0.0\img_0000088.png,GAZP,5m,2024-10-25 13:55:00+00:00,2024-10-26 05:35:00+00:00,64,132.0,133.51,zscore,-1.3476514799038388,3.2495712613772154,0.0,,36,atr_rel
data\cv\images\GAZP\5m\w64_s16\0.0\img_0000089.png,GAZP,5m,2024-10-25 15:15:00+00:00,2024-10-26 06:55:00+00:00,64,132.15,133.51,zscore,-1.1302979860843212,3.2495712613772136,0.0,,36,atr_rel
data\cv\images\GAZP\5m\w64_s16\0.0\img_0000090.png,GAZP,5m,2024-10-25 16:50:00+00:00,2024-10-26 08:15:00+00:00,64,132.15,133.51,zscore,-0.9960247875616202,2.768532851248701,0.0,,36,atr_rel
data\cv\images\GAZP\5m\w64_s16\0.0\img_0000091.png,GAZP,5m,2024-10-26 04:20:00+00:00,2024-10-26 09:35:00+00:00,64,132.72,133.29,zscore,-1.0265885124398173,4.0851519419511835,0.0,,36,atr_rel
data\cv\images\GAZP\5m\w64_s16\0.0\img_0000092.png,GAZP,5m,2024-10-26 05:40:00+00:00,2024-10-26 10:55:00+00:00,64,132.81,133.58,zscore,-1.0265885124398175,4.0851519419511835,0.0,,36,atr_rel
data\cv\images\GAZP\5m\w64_s16\0.0\img_0000093.png,GAZP,5m,2024-10-26 07:00:00+00:00,2024-10-26 12:15:00+00:00,64,132.81,133.58,zscore,-1.2458334934447508,4.0851519419511835,0.0,,36,atr_rel
data\cv\images\GAZP\5m\w64_s16\0.0\img_0000094.png,GAZP,5m,2024-10-26 08:20:00+00:00,2024-10-26 13:35:00+00:00,64,132.81,133.58,zscore,-0.8525248665663985,3.351680452603039,0.0,,36,atr_rel
data\cv\images\GAZP\5m\w64_s16\0.0\img_0000095.png,GAZP,5m,2024-10-26 09:40:00+00:00,2024-10-26 14:55:00+00:00,64,132.81,133.58,zscore,-0.9074120523444733,3.951082388506622,0.0,,36,atr_rel
data\cv\images\GAZP\5m\w64_s16\0.0\img_0000096.png,GAZP,5m,2024-10-26 11:00:00+00:00,2024-10-26 16:15:00+00:00,64,132.86,133.4,zscore,-1.0580870816072572,3.9510823885066206,0.0,,36,atr_rel
data\cv\images\GAZP\5m\w64_s16\0.0\img_0000097.png,GAZP,5m,2024-10-26 12:20:00+00:00,2024-10-26 17:35:00+00:00,64,132.85,133.34,zscore,-1.4868780391554999,3.951082388506621,0.0,,36,atr_rel
data\cv\images\GAZP\5m\w64_s16\0.0\img_0000098.png,GAZP,5m,2024-10-26 13:40:00+00:00,2024-10-27 05:05:00+00:00,64,132.84,133.36,zscore,-0.8578286922230124,1.512428898539796,0.0,,36,atr_rel
data\cv\images\GAZP\5m\w64_s16\0.0\img_0000099.png,GAZP,5m,2024-10-26 15:00:00+00:00,2024-10-27 06:25:00+00:00,64,132.84,133.36,zscore,-0.9191758659995639,3.7488123260128883,0.0,,36,atr_rel
data\cv\images\GAZP\5m\w64_s16\0.0\img_0000100.png,GAZP,5m,2024-10-26 16:20:00+00:00,2024-10-27 07:45:00+00:00,64,132.82,133.36,zscore,-0.9191758659995527,3.748812326012882,0.0,,36,atr_rel
data\cv\images\GAZP\5m\w64_s16\0.0\img_0000101.png,GAZP,5m,2024-10-26 17:40:00+00:00,2024-10-27 09:05:00+00:00,64,132.82,133.36,zscore,-0.9191758659995536,3.7488123260128825,0.0,,36,atr_rel
data\cv\images\GAZP\5m\w64_s16\0.0\img_0000102.png,GAZP,5m,2024-10-27 05:10:00+00:00,2024-10-27 10:25:00+00:00,64,132.56,133.14,zscore,-0.8481642686833569,3.5729092983831534,0.0,,36,atr_rel
data\cv\images\GAZP\5m\w64_s16\0.0\img_0000103.png,GAZP,5m,2024-10-27 06:30:00+00:00,2024-10-27 11:45:00+00:00,64,132.33,133.13,zscore,-0.931469846761995,3.5729092983831534,0.0,,36,atr_rel
data\cv\images\GAZP\5m\w64_s16\0.0\img_0000104.png,GAZP,5m,2024-10-27 07:50:00+00:00,2024-10-27 13:05:00+00:00,64,132.32,133.11,zscore,-0.931469846761995,3.5729092983831543,0.0,,36,atr_rel
data\cv\images\GAZP\5m\w64_s16\0.0\img_0000105.png,GAZP,5m,2024-10-27 09:10:00+00:00,2024-10-27 14:25:00+00:00,64,132.15,133.09,zscore,-0.931469846761995,3.3702524482869958,0.0,,36,atr_rel
data\cv\images\GAZP\5m\w64_s16\0.0\img_0000106.png,GAZP,5m,2024-10-27 10:30:00+00:00,2024-10-27 15:45:00+00:00,64,132.03,132.97,zscore,-0.91777653952064,3.370252448286996,0.0,,36,atr_rel
data\cv\images\GAZP\5m\w64_s16\0.0\img_0000107.png,GAZP,5m,2024-10-27 11:50:00+00:00,2024-10-27 17:05:00+00:00,64,131.75,132.88,zscore,-1.087834057784602,4.2000541427285425,0.0,,36,atr_rel
data\cv\images\GAZP\5m\w64_s16\0.0\img_0000108.png,GAZP,5m,2024-10-27 13:10:00+00:00,2024-10-28 04:40:00+00:00,64,130.61,132.5,zscore,-1.087834057784602,4.2000541427285425,0.0,,36,atr_rel
data\cv\images\GAZP\5m\w64_s16\0.0\img_0000109.png,GAZP,5m,2024-10-27 14:30:00+00:00,2024-10-28 06:00:00+00:00,64,130.61,132.49,zscore,-1.0926300999024785,4.2000541427285425,0.0,,36,atr_rel
data\cv\images\GAZP\5m\w64_s16\0.0\img_0000110.png,GAZP,5m,2024-10-27 15:50:00+00:00,2024-10-28 07:35:00+00:00,64,130.61,132.49,zscore,-0.7685186557031416,4.242785234252208,0.0,,36,atr_rel
data\cv\images\GAZP\5m\w64_s16\-1.0\img_0000111.png,GAZP,5m,2024-10-27 17:10:00+00:00,2024-10-28 08:55:00+00:00,64,130.61,132.49,zscore,-0.9501818515633246,4.242785234252208,-1.0,,36,atr_rel
data\cv\images\GAZP\5m\w64_s16\-1.0\img_0000112.png,GAZP,5m,2024-10-28 04:45:00+00:00,2024-10-28 10:15:00+00:00,64,130.26,132.26,zscore,-0.9501818515633246,4.242785234252208,-1.0,,36,atr_rel
data\cv\images\GAZP\5m\w64_s16\-1.0\img_0000113.png,GAZP,5m,2024-10-28 06:05:00+00:00,2024-10-28 11:35:00+00:00,64,128.05,132.26,zscore,-1.306409717184097,3.020596887448105,-1.0,,36,atr_rel
data\cv\images\GAZP\5m\w64_s16\-1.0\img_0000114.png,GAZP,5m,2024-10-28 07:40:00+00:00,2024-10-28 12:55:00+00:00,64,126.9,132.24,zscore,-1.9613262847889104,3.020596887448104,-1.0,,36,atr_rel
