path,ticker,tf,t_start,t_end,bars,ymin,ymax,vol_mode,vmin,vmax,label
data\cv\images\GAZP\1m\win64_step16\flat\img_0000062.png,GAZP,1m,2025-06-03 04:29:00+00:00,2025-06-03 05:37:00+00:00,64,219.15,220.0,raw,1.0,3566.0,flat
data\cv\images\GAZP\1m\win64_step16\flat\img_0000063.png,GAZP,1m,2025-06-03 04:47:00+00:00,2025-06-03 05:56:00+00:00,64,218.95,219.9,raw,1.0,3566.0,flat
data\cv\images\GAZP\1m\win64_step16\flat\img_0000064.png,GAZP,1m,2025-06-03 05:03:00+00:00,2025-06-03 06:13:00+00:00,64,218.45,219.9,raw,1.0,3566.0,flat
data\cv\images\GAZP\1m\win64_step16\flat\img_0000065.png,GAZP,1m,2025-06-03 05:20:00+00:00,2025-06-03 06:29:00+00:00,64,218.45,219.6,raw,1.0,999.0,flat
data\cv\images\GAZP\1m\win64_step16\flat\img_0000066.png,GAZP,1m,2025-06-03 05:38:00+00:00,2025-06-03 06:45:00+00:00,64,218.45,219.8,raw,1.0,999.0,flat
data\cv\images\GAZP\1m\win64_step16\flat\img_0000067.png,GAZP,1m,2025-06-03 05:58:00+00:00,2025-06-03 07:02:00+00:00,64,218.45,219.85,raw,1.0,1271.0,flat
data\cv\images\GAZP\1m\win64_step16\flat\img_0000068.png,GAZP,1m,2025-06-03 06:14:00+00:00,2025-06-03 07:18:00+00:00,64,218.8,219.85,raw,1.0,1271.0,flat
data\cv\images\GAZP\1m\win64_step16\flat\img_0000069.png,GAZP,1m,2025-06-03 06:30:00+00:00,2025-06-03 07:34:00+00:00,64,218.8,219.95,raw,1.0,1394.0,flat
data\cv\images\GAZP\1m\win64_step16\flat\img_0000070.png,GAZP,1m,2025-06-03 06:46:00+00:00,2025-06-03 07:50:00+00:00,64,218.8,219.95,raw,4.0,1394.0,flat
data\cv\images\GAZP\1m\win64_step16\flat\img_0000071.png,GAZP,1m,2025-06-03 07:03:00+00:00,2025-06-03 08:06:00+00:00,64,218.8,220.6,raw,1.0,8991.0,flat
data\cv\images\GAZP\1m\win64_step16\flat\img_0000072.png,GAZP,1m,2025-06-03 07:19:00+00:00,2025-06-03 08:22:00+00:00,64,219.2,220.6,raw,1.0,8991.0,flat
data\cv\images\GAZP\1m\win64_step16\flat\img_0000073.png,GAZP,1m,2025-06-03 07:35:00+00:00,2025-06-03 08:38:00+00:00,64,219.2,220.6,raw,1.0,8991.0,flat
data\cv\images\GAZP\1m\win64_step16\flat\img_0000074.png,GAZP,1m,2025-06-03 07:51:00+00:00,2025-06-03 08:54:00+00:00,64,219.45,220.6,raw,1.0,8991.0,flat
data\cv\images\GAZP\1m\win64_step16\flat\img_0000075.png,GAZP,1m,2025-06-03 08:07:00+00:00,2025-06-03 09:10:00+00:00,64,219.8,220.6,raw,3.0,2133.0,flat
data\cv\images\GAZP\1m\win64_step16\flat\img_0000076.png,GAZP,1m,2025-06-03 08:23:00+00:00,2025-06-03 09:26:00+00:00,64,220.0,220.5,raw,4.0,940.0,flat
data\cv\images\GAZP\1m\win64_step16\flat\img_0000077.png,GAZP,1m,2025-06-03 08:39:00+00:00,2025-06-03 09:42:00+00:00,64,220.0,220.5,raw,5.0,982.0,flat
data\cv\images\GAZP\1m\win64_step16\flat\img_0000078.png,GAZP,1m,2025-06-03 08:55:00+00:00,2025-06-03 09:58:00+00:00,64,220.0,220.5,raw,5.0,2244.0,flat
data\cv\images\GAZP\1m\win64_step16\flat\img_0000079.png,GAZP,1m,2025-06-03 09:11:00+00:00,2025-06-03 10:14:00+00:00,64,220.0,220.5,raw,5.0,2244.0,flat
data\cv\images\GAZP\1m\win64_step16\flat\img_0000080.png,GAZP,1m,2025-06-03 09:27:00+00:00,2025-06-03 10:30:00+00:00,64,220.0,220.9,raw,5.0,5567.0,flat
data\cv\images\GAZP\1m\win64_step16\flat\img_0000081.png,GAZP,1m,2025-06-03 09:43:00+00:00,2025-06-03 10:46:00+00:00,64,220.1,220.95,raw,6.0,5567.0,flat
data\cv\images\GAZP\1m\win64_step16\flat\img_0000082.png,GAZP,1m,2025-06-03 09:59:00+00:00,2025-06-03 11:02:00+00:00,64,220.15,221.4,raw,6.0,5567.0,flat
data\cv\images\GAZP\1m\win64_step16\flat\img_0000083.png,GAZP,1m,2025-06-03 10:15:00+00:00,2025-06-03 11:18:00+00:00,64,220.2,221.65,raw,1.0,5567.0,flat
data\cv\images\GAZP\1m\win64_step16\flat\img_0000084.png,GAZP,1m,2025-06-03 10:31:00+00:00,2025-06-03 11:34:00+00:00,64,220.3,221.65,raw,1.0,3888.0,flat
data\cv\images\GAZP\1m\win64_step16\flat\img_0000085.png,GAZP,1m,2025-06-03 10:47:00+00:00,2025-06-03 11:50:00+00:00,64,220.9,221.95,raw,1.0,5973.0,flat
data\cv\images\GAZP\1m\win64_step16\flat\img_0000086.png,GAZP,1m,2025-06-03 11:03:00+00:00,2025-06-03 12:06:00+00:00,64,221.05,222.0,raw,1.0,5973.0,flat
data\cv\images\GAZP\1m\win64_step16\flat\img_0000087.png,GAZP,1m,2025-06-03 11:19:00+00:00,2025-06-03 12:22:00+00:00,64,221.1,222.0,raw,3.0,5973.0,flat
data\cv\images\GAZP\1m\win64_step16\flat\img_0000088.png,GAZP,1m,2025-06-03 11:35:00+00:00,2025-06-03 12:38:00+00:00,64,221.2,222.0,raw,3.0,7876.0,flat
data\cv\images\GAZP\1m\win64_step16\flat\img_0000089.png,GAZP,1m,2025-06-03 11:51:00+00:00,2025-06-03 12:54:00+00:00,64,220.75,222.0,raw,3.0,7876.0,flat
data\cv\images\GAZP\1m\win64_step16\flat\img_0000090.png,GAZP,1m,2025-06-03 12:07:00+00:00,2025-06-03 13:10:00+00:00,64,219.75,221.8,raw,3.0,7876.0,flat
data\cv\images\GAZP\1m\win64_step16\flat\img_0000091.png,GAZP,1m,2025-06-03 12:23:00+00:00,2025-06-03 13:26:00+00:00,64,219.75,221.85,raw,3.0,7876.0,flat
data\cv\images\GAZP\1m\win64_step16\flat\img_0000092.png,GAZP,1m,2025-06-03 12:39:00+00:00,2025-06-03 13:42:00+00:00,64,219.75,224.35,raw,3.0,7591.0,flat
data\cv\images\GAZP\1m\win64_step16\flat\img_0000093.png,GAZP,1m,2025-06-03 12:55:00+00:00,2025-06-03 13:58:00+00:00,64,219.75,224.4,raw,3.0,7591.0,flat
data\cv\images\GAZP\1m\win64_step16\flat\img_0000094.png,GAZP,1m,2025-06-03 13:11:00+00:00,2025-06-03 14:14:00+00:00,64,219.9,225.45,raw,3.0,10465.0,flat
data\cv\images\GAZP\1m\win64_step16\flat\img_0000095.png,GAZP,1m,2025-06-03 13:27:00+00:00,2025-06-03 14:30:00+00:00,64,221.5,227.05,raw,185.0,10465.0,flat
data\cv\images\GAZP\1m\win64_step16\flat\img_0000096.png,GAZP,1m,2025-06-03 13:43:00+00:00,2025-06-03 14:46:00+00:00,64,223.55,228.0,raw,185.0,10465.0,flat
data\cv\images\GAZP\1m\win64_step16\flat\img_0000097.png,GAZP,1m,2025-06-03 13:59:00+00:00,2025-06-03 15:02:00+00:00,64,223.8,228.0,raw,170.0,10465.0,flat
data\cv\images\GAZP\1m\win64_step16\flat\img_0000098.png,GAZP,1m,2025-06-03 14:15:00+00:00,2025-06-03 15:18:00+00:00,64,225.35,228.0,raw,170.0,7334.0,flat
data\cv\images\GAZP\1m\win64_step16\flat\img_0000099.png,GAZP,1m,2025-06-03 14:31:00+00:00,2025-06-03 15:34:00+00:00,64,225.9,228.0,raw,126.0,7334.0,flat
data\cv\images\GAZP\1m\win64_step16\flat\img_0000100.png,GAZP,1m,2025-06-03 14:47:00+00:00,2025-06-03 16:09:00+00:00,64,226.5,228.0,raw,3.0,7334.0,flat
data\cv\images\GAZP\1m\win64_step16\flat\img_0000101.png,GAZP,1m,2025-06-03 15:03:00+00:00,2025-06-03 16:25:00+00:00,64,226.85,228.0,raw,3.0,7334.0,flat
data\cv\images\GAZP\1m\win64_step16\flat\img_0000102.png,GAZP,1m,2025-06-03 15:19:00+00:00,2025-06-03 16:41:00+00:00,64,226.25,228.0,raw,3.0,4807.0,flat
data\cv\images\GAZP\1m\win64_step16\flat\img_0000103.png,GAZP,1m,2025-06-03 15:35:00+00:00,2025-06-03 16:57:00+00:00,64,226.2,228.0,raw,3.0,4807.0,flat
data\cv\images\GAZP\1m\win64_step16\flat\img_0000104.png,GAZP,1m,2025-06-03 16:10:00+00:00,2025-06-03 17:13:00+00:00,64,226.15,228.0,raw,4.0,4807.0,flat
data\cv\images\GAZP\1m\win64_step16\flat\img_0000105.png,GAZP,1m,2025-06-03 16:26:00+00:00,2025-06-03 17:29:00+00:00,64,226.15,227.45,raw,4.0,2982.0,flat
data\cv\images\GAZP\1m\win64_step16\flat\img_0000106.png,GAZP,1m,2025-06-03 16:42:00+00:00,2025-06-03 17:45:00+00:00,64,226.15,226.95,raw,1.0,2319.0,flat
data\cv\images\GAZP\1m\win64_step16\flat\img_0000107.png,GAZP,1m,2025-06-03 16:58:00+00:00,2025-06-03 18:01:00+00:00,64,226.15,227.45,raw,1.0,1324.0,flat
data\cv\images\GAZP\1m\win64_step16\flat\img_0000108.png,GAZP,1m,2025-06-03 17:14:00+00:00,2025-06-03 18:17:00+00:00,64,226.25,227.55,raw,1.0,1942.0,flat
data\cv\images\GAZP\1m\win64_step16\flat\img_0000109.png,GAZP,1m,2025-06-03 17:30:00+00:00,2025-06-03 18:33:00+00:00,64,226.45,227.7,raw,1.0,1942.0,flat
data\cv\images\GAZP\1m\win64_step16\flat\img_0000110.png,GAZP,1m,2025-06-03 17:46:00+00:00,2025-06-03 18:49:00+00:00,64,226.45,227.75,raw,1.0,1942.0,flat
data\cv\images\GAZP\1m\win64_step16\flat\img_0000111.png,GAZP,1m,2025-06-03 18:02:00+00:00,2025-06-03 19:05:00+00:00,64,226.95,227.75,raw,1.0,1942.0,flat
data\cv\images\GAZP\1m\win64_step16\flat\img_0000112.png,GAZP,1m,2025-06-03 18:18:00+00:00,2025-06-03 19:21:00+00:00,64,226.95,227.75,raw,1.0,1589.0,flat
data\cv\images\GAZP\1m\win64_step16\flat\img_0000113.png,GAZP,1m,2025-06-03 18:34:00+00:00,2025-06-03 19:38:00+00:00,64,226.95,227.75,raw,1.0,1490.0,flat
data\cv\images\GAZP\1m\win64_step16\flat\img_0000114.png,GAZP,1m,2025-06-03 18:50:00+00:00,2025-06-03 19:56:00+00:00,64,226.95,227.45,raw,1.0,1214.0,flat
data\cv\images\GAZP\1m\win64_step16\flat\img_0000115.png,GAZP,1m,2025-06-03 19:06:00+00:00,2025-06-03 20:12:00+00:00,64,226.75,227.45,raw,1.0,1214.0,flat
data\cv\images\GAZP\1m\win64_step16\flat\img_0000116.png,GAZP,1m,2025-06-03 19:22:00+00:00,2025-06-03 20:28:00+00:00,64,226.75,227.75,raw,1.0,1281.0,flat
data\cv\images\GAZP\1m\win64_step16\flat\img_0000117.png,GAZP,1m,2025-06-03 19:39:00+00:00,2025-06-03 20:45:00+00:00,64,226.75,227.95,raw,1.0,2195.0,flat
data\cv\images\GAZP\1m\win64_step16\flat\img_0000118.png,GAZP,1m,2025-06-03 19:57:00+00:00,2025-06-04 04:10:00+00:00,64,226.75,229.75,raw,7.0,5003.0,flat
data\cv\images\GAZP\1m\win64_step16\flat\img_0000119.png,GAZP,1m,2025-06-03 20:13:00+00:00,2025-06-04 04:26:00+00:00,64,227.05,229.75,raw,3.0,5003.0,flat
data\cv\images\GAZP\1m\win64_step16\flat\img_0000120.png,GAZP,1m,2025-06-03 20:29:00+00:00,2025-06-04 04:42:00+00:00,64,227.5,229.75,raw,2.0,5003.0,flat
data\cv\images\GAZP\1m\win64_step16\flat\img_0000121.png,GAZP,1m,2025-06-03 20:46:00+00:00,2025-06-04 04:58:00+00:00,64,227.8,229.75,raw,2.0,5003.0,flat
data\cv\images\GAZP\1m\win64_step16\flat\img_0000122.png,GAZP,1m,2025-06-04 04:11:00+00:00,2025-06-04 05:15:00+00:00,64,228.85,229.65,raw,2.0,3008.0,flat
data\cv\images\GAZP\1m\win64_step16\flat\img_0000123.png,GAZP,1m,2025-06-04 04:27:00+00:00,2025-06-04 05:31:00+00:00,64,228.85,229.65,raw,1.0,3008.0,flat
data\cv\images\GAZP\1m\win64_step16\flat\img_0000124.png,GAZP,1m,2025-06-04 04:43:00+00:00,2025-06-04 05:47:00+00:00,64,228.85,229.8,raw,1.0,3008.0,flat
data\cv\images\GAZP\1m\win64_step16\flat\img_0000125.png,GAZP,1m,2025-06-04 05:00:00+00:00,2025-06-04 06:04:00+00:00,64,229.15,230.0,raw,1.0,3008.0,flat
data\cv\images\GAZP\1m\win64_step16\flat\img_0000126.png,GAZP,1m,2025-06-04 05:16:00+00:00,2025-06-04 06:20:00+00:00,64,229.15,230.8,raw,1.0,2278.0,flat
data\cv\images\GAZP\1m\win64_step16\flat\img_0000127.png,GAZP,1m,2025-06-04 05:32:00+00:00,2025-06-04 06:36:00+00:00,64,229.4,230.95,raw,1.0,2278.0,flat
data\cv\images\GAZP\1m\win64_step16\flat\img_0000128.png,GAZP,1m,2025-06-04 05:48:00+00:00,2025-06-04 06:52:00+00:00,64,229.6,230.95,raw,3.0,2278.0,flat
data\cv\images\GAZP\1m\win64_step16\flat\img_0000129.png,GAZP,1m,2025-06-04 06:05:00+00:00,2025-06-04 07:08:00+00:00,64,229.95,231.8,raw,4.0,2629.0,flat
data\cv\images\GAZP\1m\win64_step16\flat\img_0000130.png,GAZP,1m,2025-06-04 06:21:00+00:00,2025-06-04 07:24:00+00:00,64,230.25,232.9,raw,4.0,6378.0,flat
data\cv\images\GAZP\1m\win64_step16\flat\img_0000131.png,GAZP,1m,2025-06-04 06:37:00+00:00,2025-06-04 07:40:00+00:00,64,230.25,232.9,raw,9.0,16073.0,flat
data\cv\images\GAZP\1m\win64_step16\flat\img_0000132.png,GAZP,1m,2025-06-04 06:53:00+00:00,2025-06-04 07:56:00+00:00,64,229.6,232.9,raw,44.0,16073.0,flat
data\cv\images\GAZP\1m\win64_step16\flat\img_0000133.png,GAZP,1m,2025-06-04 07:09:00+00:00,2025-06-04 08:12:00+00:00,64,228.75,232.9,raw,44.0,16073.0,flat
data\cv\images\GAZP\1m\win64_step16\flat\img_0000134.png,GAZP,1m,2025-06-04 07:25:00+00:00,2025-06-04 08:28:00+00:00,64,227.75,232.8,raw,44.0,16073.0,flat
data\cv\images\GAZP\1m\win64_step16\flat\img_0000135.png,GAZP,1m,2025-06-04 07:41:00+00:00,2025-06-04 08:44:00+00:00,64,227.75,230.65,raw,192.0,7275.0,flat
data\cv\images\GAZP\1m\win64_step16\flat\img_0000136.png,GAZP,1m,2025-06-04 07:57:00+00:00,2025-06-04 09:00:00+00:00,64,227.4,229.9,raw,145.0,7275.0,flat
data\cv\images\GAZP\1m\win64_step16\flat\img_0000137.png,GAZP,1m,2025-06-04 08:13:00+00:00,2025-06-04 09:16:00+00:00,64,227.4,229.25,raw,145.0,7275.0,flat
data\cv\images\GAZP\1m\win64_step16\flat\img_0000138.png,GAZP,1m,2025-06-04 08:29:00+00:00,2025-06-04 09:32:00+00:00,64,227.4,228.9,raw,145.0,7243.0,flat
data\cv\images\GAZP\1m\win64_step16\flat\img_0000139.png,GAZP,1m,2025-06-04 08:45:00+00:00,2025-06-04 09:48:00+00:00,64,227.4,229.2,raw,118.0,7243.0,flat
